Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
17.52,-1.66,9.08,1.81
17.52,-1.66,9.06,1.84
17.52,-1.63,9.06,1.86
17.53,-1.61,9.08,1.81
17.53,-1.63,9.08,1.82
17.53,-1.64,9.09,1.77
17.53,-1.63,9.07,1.80
17.54,-1.62,9.09,1.80
17.54,-1.60,9.09,1.81
17.54,-1.55,9.09,1.83
17.54,-1.60,9.12,1.78
17.55,-1.65,9.12,1.77
17.55,-1.62,9.11,1.77
17.55,-1.57,9.09,1.83
17.55,-1.56,9.06,1.81
17.56,-1.57,9.12,1.78
17.56,-1.58,9.13,1.83
17.56,-1.55,9.12,1.81
17.56,-1.54,9.10,1.80
17.57,-1.58,9.09,1.77
17.57,-1.59,9.10,1.71
17.57,-1.53,9.06,1.78
17.58,-1.53,9.09,1.75
17.58,-1.53,9.09,1.71
17.58,-1.52,9.08,1.74
17.58,-1.53,9.07,1.76
17.59,-1.53,9.08,1.76
17.59,-1.56,9.09,1.77
17.59,-1.55,9.10,1.77
17.59,-1.53,9.13,1.76
17.60,-1.53,9.14,1.80
17.60,-1.55,9.10,1.76
17.60,-1.57,9.09,1.73
17.60,-1.54,9.11,1.76
17.61,-1.57,9.08,1.75
17.61,-1.60,9.08,1.77
17.61,-1.55,9.12,1.76
17.61,-1.62,9.14,1.77
17.62,-1.59,9.13,1.75
17.62,-1.59,9.15,1.76
17.62,-1.57,9.16,1.75
17.62,-1.64,9.16,1.78
17.63,-1.59,9.16,1.81
17.63,-1.56,9.14,1.82
17.63,-1.56,9.19,1.82
17.63,-1.66,9.19,1.84
17.64,-1.60,9.14,1.84
17.64,-1.55,9.16,1.80
17.64,-1.59,9.18,1.81
17.64,-1.61,9.16,1.86
17.65,-1.66,9.19,1.84
17.65,-1.63,9.20,1.85
17.65,-1.63,9.16,1.84
17.65,-1.62,9.19,1.79
17.66,-1.59,9.17,1.85
17.66,-1.62,9.16,1.84
17.66,-1.61,9.15,1.85
17.66,-1.65,9.11,1.85
17.67,-1.56,9.08,1.82
17.67,-1.58,9.06,1.75
17.67,-1.59,9.09,1.81
17.67,-1.60,9.05,1.81
17.68,-1.62,9.04,1.77
17.68,-1.66,9.08,1.77
17.68,-1.60,9.05,1.80
17.68,-1.56,9.06,1.74
17.69,-1.54,9.06,1.75
17.69,-1.58,9.06,1.76
17.69,-1.61,9.09,1.74
17.69,-1.61,9.11,1.72
17.70,-1.60,9.09,1.74
17.70,-1.53,9.05,1.73
17.70,-1.53,9.08,1.69
17.70,-1.58,9.14,1.74
17.71,-1.60,9.11,1.72
17.71,-1.53,9.03,1.73
17.71,-1.56,9.02,1.75
17.71,-1.55,9.00,1.77
17.72,-1.54,8.99,1.82
17.72,-1.57,8.96,1.79
17.72,-1.62,9.00,1.83
17.72,-1.64,9.04,1.85
17.73,-1.59,9.02,1.85
17.73,-1.55,9.00,1.87
17.73,-1.58,9.02,1.85
17.73,-1.58,9.02,1.93
17.74,-1.58,9.03,1.93
17.74,-1.59,9.02,1.92
17.74,-1.58,9.01,1.92
