Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
22.00,1.38,6.33,-2.54
22.00,1.62,6.68,-2.55
22.00,1.75,7.02,-2.54
22.00,1.57,7.51,-2.62
22.01,1.30,8.07,-2.69
22.01,1.34,8.63,-2.94
22.01,1.50,9.18,-3.09
22.01,1.42,9.87,-3.23
22.02,1.67,10.51,-3.42
22.02,1.70,11.24,-3.68
22.02,1.62,11.97,-3.87
22.02,1.66,12.73,-4.06
22.02,1.67,13.47,-4.21
22.03,1.68,14.14,-4.34
22.03,1.78,14.82,-4.47
22.03,1.74,15.47,-4.66
22.03,1.93,16.05,-4.67
22.04,2.05,16.49,-4.74
22.04,2.25,16.90,-4.67
22.04,2.19,17.22,-4.69
22.04,2.54,17.38,-4.70
22.05,2.75,17.49,-4.62
22.05,2.99,17.52,-4.48
22.05,3.05,17.47,-4.30
22.05,3.16,17.34,-4.23
22.05,3.33,17.16,-4.21
22.06,3.37,16.94,-4.13
22.06,3.37,16.66,-4.10
22.06,3.60,16.24,-4.05
22.06,3.68,15.77,-4.01
22.07,3.64,15.19,-4.11
22.07,3.52,14.48,-4.27
22.07,3.39,13.74,-4.39
22.07,3.14,13.00,-4.52
22.08,3.02,12.25,-4.65
22.08,2.89,11.48,-4.75
22.08,2.73,10.80,-4.81
22.08,2.60,10.16,-4.85
22.08,2.59,9.54,-4.75
22.09,2.57,8.93,-4.63
22.09,2.56,8.36,-4.58
22.09,2.51,7.83,-4.52
22.09,2.56,7.32,-4.49
22.10,2.45,6.89,-4.36
22.10,2.57,6.45,-4.29
22.10,2.69,6.06,-4.16
22.10,2.68,5.74,-4.07
22.10,2.61,5.48,-4.01
22.11,2.74,5.25,-3.91
22.11,2.86,5.04,-3.81
22.11,2.91,4.86,-3.80
22.11,2.92,4.74,-3.64
22.12,2.93,4.70,-3.45
22.12,3.01,4.67,-3.39
22.12,2.96,4.73,-3.37
22.12,2.99,4.84,-3.37
22.13,2.98,5.03,-3.36
22.13,2.92,5.26,-3.39
22.13,2.79,5.61,-3.47
22.13,2.71,6.05,-3.59
22.13,2.81,6.55,-3.65
22.14,2.92,7.14,-3.70
22.14,3.03,7.78,-3.71
22.14,3.20,8.42,-3.71
22.14,3.45,9.04,-3.69
22.15,3.62,9.71,-3.56
22.15,3.83,10.31,-3.36
22.15,4.04,10.89,-3.06
22.15,4.11,11.48,-2.73
22.16,4.04,12.10,-2.46
22.16,3.87,12.74,-2.33
22.16,3.81,13.40,-2.09
22.16,3.80,14.10,-1.90
22.16,3.62,14.87,-1.70
22.17,3.30,15.76,-1.61
22.17,2.98,16.69,-1.44
22.17,2.76,17.63,-1.24
22.17,2.61,18.60,-1.03
22.18,2.49,19.49,-0.76
22.18,2.31,20.31,-0.68
22.18,2.13,20.95,-0.59
22.18,1.89,21.35,-0.43
22.19,1.57,21.54,-0.36
22.19,1.12,21.59,-0.13
22.19,0.65,21.38,-0.08
22.19,0.32,20.98,-0.21
22.19,0.16,20.41,-0.47
22.20,0.04,19.75,-0.85
22.20,-0.04,18.95,-1.22
22.20,-0.28,18.00,-1.56
22.20,-0.86,17.01,-1.82
22.21,-1.54,15.92,-2.02
22.21,-2.11,14.68,-2.13
22.21,-2.56,13.41,-2.18
22.21,-2.81,12.09,-2.18
22.22,-3.02,10.80,-2.04
22.22,-3.14,9.58,-1.86
22.22,-3.12,8.42,-1.68
22.22,-2.94,7.28,-1.43
22.22,-2.74,6.22,-1.16
22.23,-2.64,5.38,-0.98
22.23,-2.45,4.67,-0.77
22.23,-2.23,4.11,-0.48
22.23,-1.97,3.72,-0.20
22.24,-1.84,3.51,0.14
22.24,-1.66,3.41,0.41
22.24,-1.48,3.42,0.74
22.24,-1.27,3.45,0.98
22.25,-1.00,3.48,1.13
22.25,-0.74,3.56,1.19
22.25,-0.52,3.66,1.24
22.25,-0.30,3.75,1.26
22.25,-0.03,3.88,1.28
22.26,0.21,4.00,1.26
22.26,0.46,4.10,1.18
22.26,0.70,4.24,1.16
22.26,1.02,4.39,1.16
22.27,1.24,4.50,1.07
22.27,1.40,4.61,0.98
22.27,1.46,4.82,0.96
22.27,1.51,5.10,0.90
22.28,1.54,5.42,0.78
22.28,1.59,5.74,0.98
22.28,1.79,6.08,0.95
22.28,1.88,6.60,1.10
22.28,1.98,7.21,1.23
22.29,2.09,7.98,1.28
22.29,2.29,8.78,1.26
22.29,2.31,9.63,1.35
22.29,2.31,10.41,1.57
22.30,2.39,11.07,1.69
22.30,2.29,11.65,1.77
22.30,2.21,12.15,1.84
22.30,2.12,12.57,1.79
22.30,2.08,12.88,1.74
22.31,1.96,13.16,1.54
22.31,1.89,13.37,1.26
22.31,1.72,13.51,0.83
22.31,1.61,13.50,0.45
22.32,1.51,13.40,0.09
22.32,1.50,13.14,-0.24
22.32,1.53,12.71,-0.38
22.32,1.43,12.33,-0.48
22.33,1.30,11.95,-0.44
22.33,1.17,11.56,-0.38
22.33,0.98,11.21,-0.33
22.33,0.76,10.84,-0.15
22.33,0.65,10.42,-0.13
22.34,0.43,9.99,-0.26
22.34,0.26,9.56,-0.35
22.34,0.00,9.15,-0.36
22.34,-0.13,8.72,-0.21
22.35,-0.22,8.35,0.00
22.35,-0.27,8.09,0.13
22.35,-0.33,7.90,0.45
22.35,-0.19,7.75,0.65
22.36,0.00,7.65,0.69
22.36,0.17,7.60,0.73
22.36,0.35,7.62,0.69
22.36,0.61,7.64,0.74
22.36,0.81,7.73,0.73
22.37,0.91,7.86,0.70
22.37,1.17,7.97,0.66
22.37,1.26,8.14,0.53
22.37,1.44,8.28,0.48
22.38,1.49,8.40,0.50
22.38,1.51,8.57,0.42
22.38,1.64,8.66,0.41
22.38,1.65,8.77,0.41
22.39,1.56,8.90,0.33
22.39,1.54,9.00,0.33
22.39,1.49,9.05,0.30
22.39,1.43,9.15,0.27
22.39,1.46,9.22,0.32
22.40,1.41,9.25,0.41
22.40,1.31,9.27,0.32
22.40,1.08,9.36,0.21
22.40,0.97,9.37,0.07
22.41,0.92,9.35,0.07
22.41,0.89,9.28,0.09
22.41,0.89,9.21,0.15
22.41,0.80,9.21,0.24
22.42,0.79,9.09,0.25
22.42,0.59,9.06,0.27
22.42,0.44,9.01,0.39
22.42,0.42,8.93,0.57
22.42,0.42,8.83,0.59
22.43,0.36,8.80,0.70
22.43,0.22,8.79,0.74
22.43,0.08,8.83,0.76
22.43,0.03,8.86,0.79
22.44,0.09,8.83,0.85
22.44,0.07,8.72,0.83
22.44,-0.03,8.69,0.74
