Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
22.00,-1.57,0.55,-0.48
22.00,-1.54,0.56,-0.50
22.00,-1.51,0.56,-0.52
22.00,-1.47,0.57,-0.54
22.01,-1.42,0.58,-0.54
22.01,-1.37,0.58,-0.55
22.01,-1.31,0.60,-0.55
22.01,-1.25,0.62,-0.54
22.01,-1.19,0.64,-0.52
22.02,-1.11,0.65,-0.50
22.02,-1.04,0.66,-0.48
22.02,-0.96,0.66,-0.44
22.02,-0.88,0.67,-0.40
22.03,-0.79,0.65,-0.35
22.03,-0.71,0.64,-0.30
22.03,-0.62,0.62,-0.25
22.03,-0.53,0.59,-0.20
22.04,-0.45,0.56,-0.13
22.04,-0.36,0.52,-0.08
22.04,-0.29,0.47,-0.02
22.04,-0.21,0.40,0.04
22.04,-0.15,0.34,0.09
22.05,-0.08,0.27,0.13
22.05,-0.03,0.19,0.18
22.05,0.02,0.10,0.23
22.05,0.07,0.02,0.26
22.06,0.11,-0.05,0.30
22.06,0.15,-0.11,0.35
22.06,0.18,-0.17,0.40
22.06,0.20,-0.23,0.44
22.07,0.23,-0.28,0.48
22.07,0.25,-0.33,0.52
22.07,0.27,-0.36,0.55
22.07,0.28,-0.38,0.58
22.07,0.29,-0.41,0.60
22.08,0.30,-0.43,0.63
22.08,0.29,-0.45,0.65
22.08,0.28,-0.46,0.66
22.08,0.27,-0.48,0.67
22.09,0.25,-0.51,0.67
22.09,0.24,-0.53,0.67
22.09,0.22,-0.55,0.67
22.09,0.20,-0.57,0.66
22.10,0.18,-0.58,0.64
22.10,0.16,-0.60,0.63
22.10,0.14,-0.61,0.61
22.10,0.12,-0.62,0.58
22.10,0.09,-0.63,0.56
22.11,0.06,-0.63,0.54
22.11,0.03,-0.62,0.51
22.11,0.01,-0.61,0.49
22.11,-0.02,-0.58,0.47
22.12,-0.05,-0.56,0.45
22.12,-0.09,-0.55,0.42
22.12,-0.13,-0.52,0.40
22.12,-0.17,-0.50,0.38
22.13,-0.22,-0.46,0.35
22.13,-0.26,-0.42,0.33
22.13,-0.31,-0.38,0.30
22.13,-0.36,-0.34,0.28
22.13,-0.42,-0.29,0.25
22.14,-0.47,-0.25,0.22
22.14,-0.53,-0.20,0.18
22.14,-0.58,-0.15,0.14
22.14,-0.64,-0.11,0.09
22.15,-0.69,-0.06,0.04
22.15,-0.74,-0.01,-0.01
22.15,-0.78,0.02,-0.07
22.15,-0.82,0.06,-0.11
22.15,-0.84,0.09,-0.15
22.16,-0.85,0.12,-0.18
22.16,-0.86,0.15,-0.20
22.16,-0.85,0.18,-0.22
22.16,-0.83,0.22,-0.23
22.17,-0.80,0.26,-0.24
22.17,-0.75,0.30,-0.24
22.17,-0.70,0.34,-0.23
22.17,-0.63,0.38,-0.23
22.18,-0.55,0.40,-0.21
22.18,-0.47,0.42,-0.19
22.18,-0.38,0.44,-0.16
22.18,-0.29,0.45,-0.14
22.18,-0.20,0.46,-0.11
22.19,-0.10,0.45,-0.08
22.19,-0.01,0.42,-0.04
22.19,0.09,0.37,0.01
22.19,0.17,0.31,0.05
22.20,0.24,0.26,0.10
22.20,0.30,0.22,0.12
22.20,0.34,0.19,0.14
22.20,0.37,0.17,0.13
22.21,0.38,0.16,0.13
22.21,0.38,0.17,0.12
22.21,0.37,0.17,0.11
22.21,0.35,0.17,0.10
22.21,0.33,0.19,0.08
22.22,0.32,0.20,0.06
22.22,0.29,0.20,0.04
22.22,0.27,0.20,0.01
22.22,0.24,0.19,-0.02
22.23,0.21,0.19,-0.07
22.23,0.15,0.18,-0.12
22.23,0.09,0.18,-0.17
22.23,0.02,0.18,-0.23
22.24,-0.05,0.18,-0.29
22.24,-0.13,0.19,-0.34
22.24,-0.20,0.19,-0.40
22.24,-0.26,0.19,-0.44
22.24,-0.32,0.19,-0.49
22.25,-0.38,0.19,-0.53
22.25,-0.43,0.20,-0.56
22.25,-0.48,0.21,-0.59
22.25,-0.54,0.21,-0.61
22.26,-0.60,0.20,-0.63
22.26,-0.66,0.19,-0.65
22.26,-0.72,0.20,-0.67
22.26,-0.80,0.19,-0.69
22.27,-0.86,0.20,-0.72
22.27,-0.92,0.23,-0.75
22.27,-0.97,0.28,-0.80
22.27,-1.01,0.33,-0.84
22.27,-1.04,0.39,-0.89
22.28,-1.06,0.46,-0.94
22.28,-1.07,0.53,-0.98
22.28,-1.07,0.58,-1.03
22.28,-1.08,0.62,-1.07
22.29,-1.07,0.65,-1.10
22.29,-1.06,0.69,-1.12
22.29,-1.05,0.74,-1.14
22.29,-1.02,0.78,-1.15
22.30,-0.99,0.82,-1.14
22.30,-0.96,0.84,-1.13
22.30,-0.93,0.86,-1.10
22.30,-0.90,0.87,-1.06
22.30,-0.86,0.89,-1.02
22.31,-0.82,0.89,-0.97
22.31,-0.78,0.88,-0.92
22.31,-0.75,0.87,-0.86
22.31,-0.73,0.86,-0.80
22.32,-0.72,0.85,-0.75
22.32,-0.72,0.84,-0.70
22.32,-0.72,0.83,-0.65
22.32,-0.74,0.83,-0.61
22.33,-0.76,0.82,-0.58
22.33,-0.78,0.81,-0.55
22.33,-0.80,0.79,-0.53
22.33,-0.81,0.76,-0.52
22.33,-0.83,0.72,-0.51
22.34,-0.84,0.68,-0.51
22.34,-0.86,0.66,-0.52
22.34,-0.86,0.64,-0.53
22.34,-0.86,0.62,-0.55
