Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
25.78,-0.89,7.35,-2.35
25.78,-0.91,7.58,-2.51
25.78,-0.96,7.72,-2.77
25.79,-0.99,7.89,-3.06
25.79,-0.98,8.07,-3.28
25.79,-0.95,8.29,-3.29
25.79,-1.05,8.47,-3.30
25.80,-1.10,8.60,-3.25
25.80,-1.17,8.74,-3.09
25.80,-1.15,8.91,-3.00
25.80,-1.32,9.12,-2.86
25.81,-1.55,9.29,-2.70
25.81,-1.72,9.51,-2.48
25.81,-1.84,9.75,-2.22
25.81,-2.11,9.99,-2.03
25.82,-2.29,10.26,-1.77
25.82,-2.44,10.43,-1.44
25.82,-2.60,10.67,-1.10
25.82,-2.76,10.88,-0.87
25.83,-2.77,11.04,-0.67
25.83,-2.75,11.15,-0.43
25.83,-2.88,11.24,-0.21
25.83,-2.88,11.27,0.04
25.84,-2.96,11.26,0.26
25.84,-2.94,11.30,0.42
25.84,-2.91,11.28,0.61
25.84,-2.79,11.16,0.74
25.85,-2.71,11.03,0.74
25.85,-2.58,10.82,0.71
25.85,-2.39,10.71,0.75
25.85,-2.30,10.50,0.74
25.86,-2.19,10.27,0.74
25.86,-2.08,10.14,0.69
25.86,-1.97,10.04,0.69
25.86,-1.95,9.91,0.65
25.87,-1.89,9.79,0.65
25.87,-1.86,9.71,0.74
25.87,-1.84,9.54,0.87
25.87,-1.80,9.40,0.90
25.88,-1.72,9.30,0.99
25.88,-1.68,9.12,1.03
25.88,-1.48,8.97,1.00
25.88,-1.32,8.87,1.05
25.89,-1.25,8.70,1.06
25.89,-1.13,8.58,1.02
25.89,-0.94,8.43,1.03
25.89,-0.76,8.25,0.96
25.90,-0.71,8.15,0.77
25.90,-0.73,8.16,0.46
25.90,-0.53,7.92,0.04
25.90,-0.35,7.89,-0.13
25.91,-0.28,8.10,-0.25
25.91,-0.27,8.10,-0.26
25.91,-0.24,8.15,-0.29
25.91,-0.15,8.27,-0.39
25.92,-0.12,8.28,-0.49
25.92,-0.11,8.35,-0.51
25.92,-0.17,8.41,-0.47
25.92,-0.27,8.47,-0.43
25.93,-0.33,8.50,-0.39
25.93,-0.43,8.51,-0.32
25.93,-0.56,8.58,-0.31
25.93,-0.66,8.53,-0.29
25.94,-0.83,8.56,-0.16
25.94,-0.89,8.56,-0.13
25.94,-1.02,8.65,-0.05
25.94,-1.10,8.68,0.12
25.95,-1.11,8.68,0.27
25.95,-1.18,8.55,0.18
25.95,-1.31,8.44,-0.14
25.95,-1.41,8.43,-0.21
25.96,-1.49,8.42,-0.29
25.96,-1.59,8.46,-0.34
25.96,-1.64,8.52,-0.28
25.96,-1.68,8.63,-0.24
25.97,-1.65,8.76,-0.28
25.97,-1.65,8.90,-0.32
25.97,-1.66,9.00,-0.32
25.97,-1.64,9.16,-0.38
25.98,-1.58,9.24,-0.41
25.98,-1.59,9.35,-0.35
25.98,-1.54,9.44,-0.44
25.98,-1.50,9.52,-0.40
25.99,-1.48,9.61,-0.44
25.99,-1.44,9.71,-0.45
25.99,-1.38,9.74,-0.39
25.99,-1.43,9.80,-0.26
26.00,-1.37,9.91,-0.15
26.00,-1.25,9.97,-0.02
26.00,-1.18,10.02,0.20
26.00,-1.06,10.07,0.35
26.01,-0.97,10.14,0.50
26.01,-0.81,10.14,0.71
26.01,-0.72,10.11,0.93
26.01,-0.56,10.11,1.16
26.02,-0.42,10.07,1.24
26.02,-0.30,9.97,1.44
26.02,-0.14,9.93,1.57
26.02,0.04,9.89,1.64
26.03,0.25,9.81,1.64
26.03,0.37,9.78,1.66
26.03,0.51,9.71,1.68
26.03,0.56,9.65,1.58
26.04,0.68,9.66,1.55
26.04,0.83,9.64,1.49
26.04,0.92,9.63,1.37
26.04,1.02,9.59,1.28
26.05,1.06,9.57,1.13
26.05,1.13,9.59,0.95
26.05,1.22,9.54,0.86
26.05,1.19,9.55,0.73
26.06,1.22,9.51,0.57
26.06,1.29,9.45,0.46
26.06,1.29,9.46,0.36
26.06,1.20,9.48,0.30
26.07,1.08,9.47,0.24
26.07,0.93,9.45,0.09
26.07,0.88,9.43,0.09
26.07,0.81,9.43,0.05
26.08,0.68,9.42,0.01
26.08,0.59,9.47,0.04
26.08,0.57,9.50,0.00
26.08,0.52,9.52,-0.01
26.09,0.49,9.53,0.04
26.09,0.50,9.55,0.06
26.09,0.47,9.56,0.04
26.09,0.45,9.59,0.10
26.10,0.46,9.60,0.16
26.10,0.45,9.63,0.13
26.10,0.48,9.66,0.23
26.10,0.45,9.71,0.22
26.11,0.43,9.70,0.21
26.11,0.45,9.74,0.26
26.11,0.41,9.75,0.30
26.11,0.40,9.76,0.37
26.12,0.28,9.78,0.38
26.12,0.24,9.77,0.61
26.12,0.43,9.70,0.57
26.12,0.53,9.66,0.55
26.13,0.53,9.64,0.57
26.13,0.51,9.62,0.63
26.13,0.54,9.65,0.65
26.13,0.55,9.60,0.65
26.14,0.59,9.57,0.67
26.14,0.57,9.62,0.71
26.14,0.54,9.61,0.77
26.14,0.56,9.53,0.77
26.15,0.54,9.55,0.79
26.15,0.55,9.52,0.90
26.15,0.53,9.50,0.98
26.15,0.55,9.49,1.02
26.16,0.59,9.44,0.99
26.16,0.58,9.44,0.98
26.16,0.54,9.42,1.05
26.16,0.59,9.35,1.07
26.17,0.56,9.35,1.04
26.17,0.51,9.38,0.96
26.17,0.48,9.33,0.98
26.17,0.46,9.24,1.02
26.18,0.43,9.21,0.93
26.18,0.46,9.16,0.97
26.18,0.48,9.08,0.93
26.18,0.45,9.07,0.92
26.19,0.49,9.03,0.89
26.19,0.50,9.06,0.90
26.19,0.48,9.05,0.88
26.19,0.52,9.01,0.90
26.20,0.58,8.93,0.92
26.20,0.59,8.97,0.90
26.20,0.56,8.93,0.81
