Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
31.36,1.68,1.10,1.80
31.36,1.73,0.94,1.84
31.36,1.78,0.73,1.88
31.37,1.81,0.46,1.93
31.37,1.81,0.13,1.97
31.37,1.79,-0.22,2.01
31.37,1.77,-0.56,2.04
31.37,1.75,-0.85,2.06
31.38,1.75,-1.10,2.07
31.38,1.75,-1.36,2.05
31.38,1.75,-1.73,2.00
31.38,1.74,-2.35,1.92
31.39,1.76,-3.13,1.78
31.39,1.80,-3.54,1.64
31.39,1.86,-3.44,1.53
31.39,1.88,-3.08,1.47
31.40,1.83,-2.67,1.43
31.40,1.72,-2.31,1.42
31.40,1.58,-2.07,1.43
31.40,1.43,-1.92,1.45
31.40,1.29,-1.84,1.48
31.41,1.19,-1.80,1.51
31.41,1.11,-1.75,1.53
31.41,1.05,-1.70,1.56
31.41,1.00,-1.63,1.57
31.42,0.95,-1.54,1.59
31.42,0.90,-1.45,1.60
31.42,0.86,-1.36,1.62
31.42,0.82,-1.29,1.63
31.43,0.77,-1.23,1.64
31.43,0.73,-1.18,1.65
31.43,0.68,-1.15,1.66
31.43,0.64,-1.13,1.66
31.43,0.60,-1.13,1.66
31.44,0.56,-1.14,1.65
31.44,0.53,-1.17,1.64
31.44,0.51,-1.21,1.62
31.44,0.49,-1.26,1.60
31.45,0.47,-1.30,1.58
31.45,0.46,-1.34,1.55
31.45,0.45,-1.39,1.52
31.45,0.45,-1.42,1.50
31.46,0.44,-1.45,1.48
31.46,0.43,-1.48,1.45
31.46,0.42,-1.50,1.42
31.46,0.41,-1.52,1.39
31.46,0.41,-1.54,1.36
31.47,0.40,-1.55,1.32
31.47,0.39,-1.56,1.29
31.47,0.38,-1.55,1.27
31.47,0.38,-1.53,1.24
31.48,0.37,-1.49,1.22
31.48,0.36,-1.44,1.20
31.48,0.35,-1.38,1.17
31.48,0.34,-1.31,1.15
31.49,0.33,-1.23,1.12
31.49,0.31,-1.16,1.09
31.49,0.29,-1.08,1.05
31.49,0.27,-1.02,1.01
31.49,0.24,-0.96,0.97
31.50,0.22,-0.89,0.93
31.50,0.19,-0.83,0.89
31.50,0.17,-0.77,0.85
31.50,0.13,-0.71,0.81
31.51,0.10,-0.65,0.78
31.51,0.07,-0.60,0.74
31.51,0.03,-0.55,0.70
31.51,0.00,-0.52,0.67
31.51,-0.04,-0.47,0.63
31.52,-0.07,-0.44,0.60
31.52,-0.11,-0.41,0.56
31.52,-0.14,-0.38,0.52
31.52,-0.18,-0.35,0.48
31.53,-0.21,-0.32,0.45
31.53,-0.24,-0.29,0.41
31.53,-0.28,-0.27,0.38
31.53,-0.31,-0.25,0.34
31.54,-0.33,-0.23,0.31
31.54,-0.36,-0.21,0.28
31.54,-0.38,-0.19,0.24
31.54,-0.40,-0.18,0.21
31.54,-0.42,-0.16,0.18
31.55,-0.43,-0.15,0.16
31.55,-0.45,-0.14,0.14
31.55,-0.46,-0.12,0.12
31.55,-0.47,-0.12,0.09
31.56,-0.49,-0.10,0.07
31.56,-0.50,-0.09,0.04
31.56,-0.52,-0.07,0.01
31.56,-0.53,-0.06,-0.02
31.57,-0.54,-0.05,-0.05
31.57,-0.56,-0.04,-0.08
31.57,-0.57,-0.04,-0.10
31.57,-0.58,-0.04,-0.13
31.57,-0.59,-0.04,-0.16
31.58,-0.60,-0.04,-0.19
31.58,-0.62,-0.05,-0.22
31.58,-0.63,-0.04,-0.25
31.58,-0.64,-0.04,-0.28
31.59,-0.66,-0.04,-0.31
31.59,-0.67,-0.04,-0.34
31.59,-0.67,-0.03,-0.36
31.59,-0.68,-0.03,-0.39
31.60,-0.69,-0.02,-0.42
31.60,-0.69,-0.01,-0.45
31.60,-0.69,0.00,-0.47
31.60,-0.69,0.00,-0.50
31.60,-0.69,0.01,-0.52
31.61,-0.69,0.03,-0.54
31.61,-0.69,0.04,-0.56
31.61,-0.68,0.05,-0.59
31.61,-0.68,0.07,-0.61
31.62,-0.67,0.08,-0.63
31.62,-0.67,0.09,-0.65
31.62,-0.66,0.11,-0.67
31.62,-0.65,0.11,-0.69
31.63,-0.65,0.12,-0.71
31.63,-0.64,0.12,-0.73
31.63,-0.63,0.13,-0.75
31.63,-0.62,0.13,-0.76
31.63,-0.61,0.13,-0.78
31.64,-0.60,0.14,-0.80
31.64,-0.59,0.15,-0.81
31.64,-0.57,0.16,-0.83
31.64,-0.56,0.16,-0.84
31.65,-0.55,0.16,-0.85
31.65,-0.54,0.16,-0.86
31.65,-0.53,0.15,-0.87
31.65,-0.52,0.14,-0.87
31.66,-0.52,0.13,-0.87
31.66,-0.51,0.11,-0.87
31.66,-0.50,0.08,-0.87
31.66,-0.49,0.04,-0.86
31.66,-0.48,0.01,-0.85
31.67,-0.47,-0.03,-0.83
31.67,-0.46,-0.07,-0.81
31.67,-0.45,-0.11,-0.79
31.67,-0.44,-0.15,-0.76
31.68,-0.43,-0.19,-0.72
31.68,-0.42,-0.23,-0.69
31.68,-0.40,-0.28,-0.65
31.68,-0.38,-0.32,-0.61
31.69,-0.36,-0.36,-0.57
31.69,-0.33,-0.39,-0.53
31.69,-0.30,-0.42,-0.48
31.69,-0.27,-0.44,-0.44
31.69,-0.24,-0.44,-0.39
31.70,-0.21,-0.44,-0.34
31.70,-0.19,-0.42,-0.30
31.70,-0.16,-0.41,-0.25
31.70,-0.14,-0.38,-0.20
31.71,-0.12,-0.34,-0.15
31.71,-0.11,-0.29,-0.10
31.71,-0.10,-0.24,-0.05
31.71,-0.10,-0.19,-0.01
31.71,-0.09,-0.14,0.03
31.72,-0.09,-0.08,0.07
31.72,-0.09,-0.03,0.11
31.72,-0.09,0.02,0.14
31.72,-0.09,0.07,0.17
31.73,-0.10,0.11,0.20
31.73,-0.10,0.14,0.23
31.73,-0.10,0.17,0.25
31.73,-0.10,0.19,0.27
31.74,-0.10,0.21,0.29
31.74,-0.10,0.21,0.31
31.74,-0.10,0.20,0.33
31.74,-0.10,0.19,0.34
31.74,-0.10,0.17,0.36
31.75,-0.09,0.15,0.37
31.75,-0.09,0.13,0.39
31.75,-0.09,0.11,0.41
31.75,-0.08,0.08,0.42
31.76,-0.08,0.06,0.42
31.76,-0.08,0.03,0.42
31.76,-0.07,0.00,0.42
31.76,-0.06,-0.02,0.42
31.77,-0.06,-0.05,0.41
31.77,-0.07,-0.08,0.40
31.77,-0.08,-0.09,0.38
31.77,-0.10,-0.10,0.37
31.77,-0.12,-0.11,0.35
31.78,-0.15,-0.10,0.32
31.78,-0.20,-0.08,0.30
31.78,-0.24,-0.06,0.27
31.78,-0.30,-0.03,0.24
31.79,-0.36,0.01,0.20
31.79,-0.43,0.05,0.16
31.79,-0.50,0.10,0.11
31.79,-0.57,0.17,0.06
31.80,-0.63,0.24,0.00
31.80,-0.69,0.33,-0.05
31.80,-0.75,0.42,-0.11
31.80,-0.81,0.52,-0.17
31.80,-0.86,0.62,-0.22
31.81,-0.91,0.73,-0.28
31.81,-0.95,0.84,-0.33
31.81,-1.00,0.95,-0.40
31.81,-1.04,1.06,-0.47
31.82,-1.09,1.20,-0.54
31.82,-1.13,1.34,-0.62
31.82,-1.18,1.49,-0.69
31.82,-1.23,1.62,-0.77
31.83,-1.27,1.75,-0.83
31.83,-1.31,1.86,-0.89
31.83,-1.33,1.95,-0.94
31.83,-1.34,2.00,-0.98
31.83,-1.33,2.01,-1.00
31.84,-1.31,1.99,-1.02
31.84,-1.26,1.94,-1.02
31.84,-1.20,1.86,-1.01
31.84,-1.12,1.74,-0.99
31.85,-1.04,1.58,-0.95
31.85,-0.94,1.39,-0.91
