Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
22.53,-0.03,9.27,2.27
22.53,0.00,9.25,2.26
22.53,0.00,9.24,2.25
22.53,-0.02,9.19,2.19
22.54,0.02,9.20,2.22
22.54,0.02,9.18,2.24
22.54,0.01,9.12,2.20
22.54,0.00,9.12,2.20
22.55,0.05,9.12,2.18
22.55,0.03,9.07,2.24
22.55,0.06,9.06,2.24
22.55,0.09,9.09,2.27
22.56,0.14,9.08,2.32
22.56,0.16,9.09,2.32
22.56,0.18,9.09,2.34
22.56,0.19,9.13,2.33
22.57,0.20,9.14,2.33
22.57,0.21,9.13,2.36
22.57,0.23,9.17,2.35
22.57,0.23,9.20,2.35
22.58,0.27,9.20,2.35
22.58,0.31,9.19,2.34
22.58,0.26,9.17,2.32
22.58,0.30,9.20,2.33
22.59,0.31,9.14,2.30
22.59,0.27,9.20,2.31
22.59,0.34,9.19,2.25
22.59,0.32,9.23,2.22
22.60,0.26,9.20,2.18
22.60,0.24,9.20,2.20
22.60,0.18,9.25,2.17
22.60,0.17,9.21,2.10
22.61,0.17,9.20,2.14
22.61,0.14,9.18,2.16
22.61,0.05,9.20,2.13
22.61,0.04,9.21,2.10
22.62,-0.03,9.20,2.18
22.62,-0.01,9.16,2.15
22.62,0.05,9.20,2.15
22.62,0.03,9.21,2.20
22.63,-0.02,9.20,2.21
22.63,0.00,9.19,2.30
22.63,-0.01,9.18,2.27
22.63,-0.04,9.22,2.28
22.64,-0.03,9.24,2.34
22.64,0.03,9.24,2.37
22.64,0.00,9.21,2.31
22.64,-0.01,9.24,2.35
22.65,0.03,9.26,2.37
22.65,0.06,9.25,2.36
22.65,0.08,9.28,2.35
22.65,0.06,9.25,2.35
22.66,0.08,9.26,2.36
22.66,0.06,9.26,2.27
22.66,0.09,9.25,2.27
22.66,0.10,9.27,2.26
22.67,0.09,9.28,2.15
22.67,0.08,9.26,2.14
22.67,0.09,9.24,2.15
22.67,0.10,9.28,2.07
22.68,0.07,9.28,2.05
22.68,0.05,9.23,2.09
22.68,0.05,9.23,2.06
22.68,0.00,9.22,2.04
22.69,-0.02,9.21,2.00
22.69,-0.07,9.22,2.00
22.69,-0.09,9.23,2.01
22.69,-0.07,9.21,2.03
22.70,-0.07,9.22,1.98
22.70,-0.08,9.26,2.02
22.70,-0.09,9.20,2.05
22.70,-0.09,9.23,2.09
22.71,-0.11,9.26,2.10
22.71,-0.12,9.21,2.16
22.71,-0.10,9.20,2.16
22.71,-0.09,9.24,2.18
22.72,-0.09,9.19,2.17
22.72,-0.11,9.21,2.18
22.72,-0.10,9.21,2.16
22.72,-0.07,9.23,2.29
22.73,-0.04,9.20,2.24
22.73,-0.06,9.17,2.21
22.73,-0.02,9.15,2.22
22.73,-0.02,9.16,2.24
22.74,-0.07,9.14,2.20
22.74,-0.10,9.15,2.20
22.74,-0.07,9.13,2.22
22.74,-0.10,9.14,2.23
22.75,-0.18,9.17,2.26
22.75,-0.17,9.12,2.29
22.75,-0.11,9.13,2.34
22.75,-0.16,9.12,2.35
22.76,-0.17,9.12,2.34
22.76,-0.19,9.10,2.34
22.76,-0.20,9.04,2.37
22.76,-0.26,9.08,2.42
22.77,-0.24,9.08,2.44
22.77,-0.28,9.08,2.42
22.77,-0.29,9.08,2.43
22.77,-0.26,9.14,2.48
22.78,-0.25,9.12,2.50
22.78,-0.21,9.07,2.43
22.78,-0.26,9.08,2.46
22.78,-0.25,9.11,2.45
22.79,-0.22,9.08,2.45
22.79,-0.23,9.04,2.45
22.79,-0.22,9.03,2.47
22.79,-0.20,9.02,2.37
22.80,-0.16,9.01,2.37
22.80,-0.16,9.04,2.30
22.80,-0.17,9.05,2.31
22.80,-0.16,9.04,2.32
22.81,-0.13,9.09,2.27
22.81,-0.14,9.07,2.28
22.81,-0.10,9.05,2.26
22.81,-0.15,9.07,2.23
22.82,-0.12,9.13,2.24
22.82,-0.06,9.15,2.22
22.82,-0.03,9.12,2.34
22.82,-0.08,9.12,2.27
22.83,-0.06,9.14,2.27
22.83,0.00,9.18,2.35
22.83,-0.02,9.14,2.33
22.83,-0.02,9.14,2.27
22.84,-0.02,9.14,2.25
22.84,-0.04,9.16,2.35
