Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
14.00,0.27,0.20,0.32
14.00,0.26,0.21,0.31
14.00,0.26,0.21,0.32
14.00,0.26,0.22,0.32
14.00,0.25,0.22,0.31
14.01,0.25,0.23,0.31
14.01,0.25,0.24,0.31
14.01,0.24,0.25,0.30
14.01,0.24,0.25,0.30
14.02,0.24,0.26,0.30
14.02,0.23,0.25,0.29
14.02,0.23,0.25,0.29
14.02,0.23,0.26,0.28
14.03,0.23,0.26,0.28
14.03,0.23,0.26,0.27
14.03,0.23,0.26,0.27
14.03,0.23,0.25,0.26
14.03,0.23,0.25,0.26
14.04,0.23,0.24,0.25
14.04,0.23,0.23,0.24
14.04,0.23,0.22,0.24
14.04,0.23,0.20,0.23
14.05,0.22,0.18,0.22
14.05,0.23,0.16,0.22
14.05,0.23,0.15,0.21
14.05,0.22,0.12,0.20
14.06,0.22,0.10,0.19
14.06,0.22,0.08,0.18
14.06,0.22,0.05,0.18
14.06,0.22,0.03,0.17
14.06,0.21,0.00,0.16
14.07,0.21,-0.03,0.16
14.07,0.20,-0.06,0.15
14.07,0.20,-0.09,0.15
14.07,0.19,-0.12,0.14
14.08,0.19,-0.16,0.14
14.08,0.18,-0.19,0.14
14.08,0.17,-0.22,0.14
14.08,0.17,-0.24,0.14
14.09,0.16,-0.27,0.14
14.09,0.15,-0.30,0.14
14.09,0.14,-0.32,0.14
14.09,0.13,-0.34,0.14
14.09,0.13,-0.35,0.14
14.10,0.12,-0.37,0.14
14.10,0.11,-0.38,0.14
14.10,0.10,-0.38,0.15
14.10,0.09,-0.39,0.15
14.11,0.08,-0.39,0.15
14.11,0.07,-0.40,0.16
14.11,0.07,-0.40,0.16
14.11,0.06,-0.40,0.16
14.11,0.06,-0.39,0.17
14.12,0.05,-0.39,0.17
14.12,0.04,-0.39,0.18
14.12,0.03,-0.39,0.18
14.12,0.03,-0.38,0.18
14.13,0.03,-0.39,0.18
14.13,0.02,-0.39,0.19
14.13,0.01,-0.40,0.19
14.13,0.01,-0.40,0.19
14.14,0.00,-0.40,0.18
14.14,0.00,-0.41,0.18
14.14,-0.01,-0.41,0.18
14.14,-0.01,-0.42,0.18
14.14,-0.01,-0.43,0.17
14.15,-0.01,-0.43,0.16
14.15,-0.01,-0.43,0.16
14.15,-0.01,-0.43,0.15
14.15,-0.01,-0.43,0.14
14.16,-0.01,-0.43,0.13
14.16,0.00,-0.43,0.13
14.16,0.00,-0.43,0.12
14.16,-0.01,-0.42,0.11
