Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
23.01,-0.69,9.75,0.47
23.01,-0.68,9.77,0.46
23.02,-0.67,9.79,0.48
23.02,-0.69,9.78,0.48
23.02,-0.69,9.79,0.50
23.02,-0.69,9.78,0.50
23.02,-0.68,9.79,0.51
23.03,-0.68,9.78,0.53
23.03,-0.66,9.78,0.53
23.03,-0.68,9.77,0.50
23.03,-0.66,9.78,0.47
23.04,-0.67,9.77,0.44
23.04,-0.69,9.80,0.41
23.04,-0.68,9.78,0.40
23.04,-0.70,9.79,0.39
23.05,-0.70,9.78,0.36
23.05,-0.71,9.77,0.34
23.05,-0.70,9.80,0.32
23.05,-0.72,9.79,0.32
23.05,-0.72,9.81,0.29
23.06,-0.73,9.80,0.30
23.06,-0.73,9.81,0.31
23.06,-0.72,9.83,0.32
23.06,-0.71,9.83,0.32
23.07,-0.74,9.82,0.32
23.07,-0.75,9.82,0.31
23.07,-0.74,9.81,0.30
23.07,-0.76,9.80,0.29
23.08,-0.77,9.81,0.29
23.08,-0.76,9.83,0.29
23.08,-0.76,9.83,0.27
23.08,-0.77,9.82,0.28
23.08,-0.75,9.82,0.30
23.09,-0.74,9.82,0.31
23.09,-0.74,9.82,0.31
23.09,-0.75,9.81,0.33
23.09,-0.74,9.84,0.35
23.10,-0.73,9.82,0.35
23.10,-0.72,9.81,0.35
23.10,-0.70,9.81,0.34
23.10,-0.70,9.85,0.38
23.11,-0.68,9.81,0.37
23.11,-0.68,9.82,0.38
23.11,-0.67,9.82,0.39
23.11,-0.67,9.80,0.40
23.11,-0.67,9.80,0.39
23.12,-0.69,9.79,0.38
23.12,-0.68,9.78,0.39
23.12,-0.67,9.79,0.38
23.12,-0.68,9.78,0.38
23.13,-0.70,9.76,0.35
23.13,-0.70,9.77,0.35
23.13,-0.71,9.76,0.35
23.13,-0.74,9.76,0.35
23.13,-0.74,9.78,0.35
23.14,-0.74,9.79,0.34
23.14,-0.73,9.78,0.33
23.14,-0.75,9.77,0.32
23.14,-0.76,9.78,0.35
23.15,-0.74,9.82,0.34
23.15,-0.76,9.80,0.34
23.15,-0.74,9.82,0.35
23.15,-0.75,9.82,0.34
23.16,-0.76,9.82,0.31
23.16,-0.74,9.82,0.29
23.16,-0.75,9.82,0.26
23.16,-0.74,9.81,0.23
23.16,-0.74,9.82,0.19
23.17,-0.75,9.82,0.17
23.17,-0.76,9.83,0.17
23.17,-0.74,9.84,0.15
23.17,-0.74,9.84,0.14
23.18,-0.75,9.84,0.17
23.18,-0.76,9.84,0.17
23.18,-0.76,9.84,0.22
23.18,-0.77,9.81,0.25
23.19,-0.74,9.82,0.26
23.19,-0.75,9.81,0.27
