Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
30.77,0.43,9.22,2.32
30.77,0.56,9.17,2.26
30.77,0.64,9.03,2.27
30.78,0.76,8.91,2.31
30.78,0.87,8.77,2.31
30.78,0.95,8.72,2.31
30.78,1.00,8.72,2.30
30.79,1.02,8.57,2.27
30.79,1.09,8.50,2.34
30.79,1.10,8.50,2.41
30.79,1.08,8.43,2.40
30.80,1.06,8.35,2.41
30.80,1.04,8.34,2.58
30.80,1.07,8.24,2.71
30.80,1.01,8.13,2.75
30.81,0.98,8.03,2.87
30.81,1.00,7.91,2.97
30.81,1.01,7.78,3.09
30.81,0.93,7.72,3.24
30.82,0.90,7.62,3.42
30.82,0.87,7.47,3.51
30.82,0.77,7.38,3.62
30.82,0.64,7.29,3.72
30.83,0.51,7.21,3.74
30.83,0.40,7.14,3.79
30.83,0.39,7.16,3.76
30.83,0.34,7.09,3.76
30.84,0.28,6.96,3.75
30.84,0.32,6.92,3.69
30.84,0.38,6.86,3.64
30.84,0.45,6.77,3.52
30.85,0.59,6.72,3.45
30.85,0.73,6.72,3.53
30.85,0.75,6.49,3.46
30.85,0.78,6.37,3.35
30.86,0.75,6.36,3.25
30.86,0.75,6.38,3.22
30.86,0.82,6.33,3.17
30.86,0.94,6.29,3.17
30.87,1.06,6.29,3.23
30.87,1.10,6.27,3.29
30.87,1.16,6.25,3.29
30.87,1.22,6.31,3.39
30.88,1.25,6.28,3.46
30.88,1.25,6.27,3.59
30.88,1.30,6.24,3.69
30.88,1.33,6.23,3.84
30.89,1.37,6.23,3.92
30.89,1.44,6.17,4.05
30.89,1.46,6.12,4.22
30.89,1.57,6.13,4.33
30.90,1.64,6.13,4.43
30.90,1.70,6.12,4.56
30.90,1.79,6.13,4.63
30.90,1.94,6.25,4.77
30.91,2.04,6.32,4.90
30.91,2.11,6.42,4.90
30.91,2.20,6.50,4.95
30.91,2.24,6.66,4.96
30.92,2.27,6.85,4.91
30.92,2.35,7.05,4.93
30.92,2.43,7.23,4.89
30.92,2.46,7.45,4.80
30.93,2.49,7.70,4.79
30.93,2.50,7.88,4.76
30.93,2.58,8.04,4.64
30.93,2.61,8.22,4.59
30.94,2.58,8.39,4.55
30.94,2.56,8.57,4.52
30.94,2.46,8.72,4.50
30.94,2.42,8.81,4.57
30.95,2.37,8.93,4.54
30.95,2.26,9.03,4.52
30.95,2.22,9.13,4.42
30.95,2.23,9.29,4.35
30.96,2.20,9.48,4.31
30.96,2.18,9.65,4.22
30.96,2.17,9.86,4.11
30.96,2.19,10.05,4.06
30.97,2.19,10.26,3.97
30.97,2.14,10.50,3.91
30.97,2.08,10.73,3.84
30.97,1.99,10.99,3.69
30.98,1.88,11.20,3.48
30.98,1.79,11.33,3.20
30.98,1.74,11.44,2.91
30.98,1.69,11.51,2.56
30.99,1.65,11.49,2.25
30.99,1.70,11.42,1.92
30.99,1.83,11.31,1.58
30.99,2.00,11.22,1.39
31.00,2.25,10.97,1.22
31.00,2.55,10.64,1.14
31.00,2.87,10.38,1.24
31.00,3.09,10.10,1.43
31.01,3.28,9.87,1.70
31.01,3.28,9.63,2.20
31.01,3.21,9.48,2.70
31.01,3.12,9.45,3.28
31.02,2.97,9.46,3.92
31.02,2.87,9.57,4.47
31.02,2.69,9.82,5.01
31.02,2.49,10.12,5.34
31.03,2.20,10.65,5.62
31.03,1.74,11.29,5.74
31.03,1.31,11.99,5.63
31.03,0.88,12.72,5.43
31.04,0.72,13.38,5.26
31.04,0.63,14.06,5.02
31.04,0.63,14.70,4.74
31.04,0.69,15.23,4.47
31.05,0.73,15.67,4.05
31.05,0.63,16.03,3.69
31.05,0.54,16.49,3.38
31.05,0.34,16.80,3.05
31.06,-0.01,17.04,2.61
31.06,-0.23,17.22,2.20
31.06,-0.32,17.28,1.67
31.06,-0.60,17.36,1.08
31.07,-0.94,17.38,0.38
31.07,-1.20,17.29,-0.49
31.07,-1.29,17.19,-1.38
31.07,-1.40,17.05,-2.17
31.08,-1.63,16.83,-2.81
31.08,-1.99,16.57,-3.37
31.08,-2.53,16.16,-4.35
31.08,-3.18,15.59,-5.48
31.09,-3.67,14.96,-5.83
31.09,-4.08,14.26,-5.52
31.09,-4.54,13.61,-4.85
31.09,-5.08,13.05,-3.95
31.10,-5.52,12.48,-3.26
31.10,-5.88,11.89,-2.58
31.10,-6.24,11.22,-2.01
31.10,-6.57,10.69,-1.53
31.11,-7.01,10.19,-1.10
31.11,-7.38,9.60,-0.62
31.11,-7.53,9.12,0.16
31.11,-7.50,8.82,0.66
31.12,-7.40,8.51,1.18
31.12,-7.07,8.06,1.88
31.12,-6.36,7.59,2.65
31.12,-5.11,7.09,3.43
31.13,-3.51,6.65,3.94
31.13,-2.06,6.42,4.06
31.13,-0.92,6.31,4.02
31.13,0.12,6.34,3.85
31.14,0.97,6.47,3.62
31.14,1.64,6.63,3.31
31.14,2.30,6.80,3.01
31.14,2.85,7.03,2.90
31.15,3.26,7.18,2.80
31.15,3.52,7.36,2.79
31.15,3.72,7.47,2.56
31.15,3.85,7.54,2.17
31.16,3.94,7.69,1.78
31.16,3.99,7.85,1.67
31.16,3.98,8.04,1.78
31.16,3.86,8.33,1.97
31.17,3.55,8.62,2.39
31.17,3.33,8.74,2.13
31.17,3.48,8.81,0.85
31.17,3.42,9.01,0.16
31.18,3.28,9.29,-0.18
31.18,3.02,9.56,-0.33
31.18,2.65,9.73,-0.41
31.18,2.30,9.78,-0.36
31.19,1.90,9.91,-0.26
31.19,1.49,9.96,-0.03
31.19,1.08,9.97,0.19
31.19,0.67,10.08,0.74
31.20,0.19,10.04,1.70
31.20,-0.22,10.13,1.62
31.20,-0.60,10.20,1.10
31.20,-1.23,10.13,0.89
31.21,-1.89,10.14,0.82
31.21,-2.39,10.10,0.77
31.21,-2.82,10.06,0.76
31.21,-3.35,9.96,0.92
31.22,-3.95,9.93,0.90
31.22,-4.32,9.95,0.88
31.22,-4.75,9.86,1.10
31.22,-5.19,9.76,1.39
31.23,-5.79,9.71,1.58
31.23,-6.31,9.66,1.86
31.23,-6.74,9.66,2.17
31.23,-7.05,9.71,2.40
31.24,-7.37,9.72,2.65
31.24,-7.56,9.70,2.94
31.24,-7.55,9.65,3.10
31.24,-7.42,9.51,3.12
31.25,-6.93,9.30,3.16
31.25,-6.42,9.02,3.18
31.25,-5.46,8.59,3.21
31.25,-4.48,8.08,3.16
31.26,-3.56,7.68,3.12
31.26,-2.73,7.27,2.75
31.26,-2.00,6.86,2.41
31.26,-1.24,6.47,2.19
31.27,-0.51,6.11,1.97
31.27,0.20,5.78,1.83
31.27,0.77,5.56,1.78
31.27,1.14,5.38,1.64
31.28,1.33,5.34,1.49
31.28,1.35,5.32,1.22
31.28,1.22,5.38,0.96
31.28,1.00,5.44,0.82
31.29,0.72,5.58,0.64
31.29,0.46,5.67,0.55
31.29,0.25,5.84,0.50
31.29,0.09,6.01,0.39
31.30,-0.08,6.18,0.44
31.30,-0.27,6.33,0.40
31.30,-0.36,6.44,0.44
31.30,-0.46,6.54,0.35
31.31,-0.55,6.78,0.21
31.31,-0.70,7.10,0.16
31.31,-0.89,7.33,0.12
31.31,-0.93,7.55,0.00
31.32,-1.01,7.81,0.02
31.32,-1.11,8.04,-0.02
31.32,-1.15,8.25,0.01
31.32,-1.17,8.47,-0.02
31.33,-1.16,8.63,-0.03
31.33,-1.12,8.77,0.00
31.33,-1.13,8.97,0.11
31.33,-1.14,9.19,0.31
31.34,-1.20,9.39,0.41
31.34,-1.29,9.51,0.53
31.34,-1.31,9.61,0.70
31.34,-1.33,9.71,1.14
31.35,-1.29,9.75,1.33
31.35,-1.13,9.74,1.38
31.35,-0.97,9.72,1.62
31.35,-0.84,9.67,1.90
31.36,-0.70,9.57,2.08
31.36,-0.46,9.45,2.21
31.36,-0.30,9.33,2.34
31.36,-0.14,9.32,2.49
31.37,0.12,9.19,2.56
31.37,0.33,9.05,2.61
31.37,0.51,8.95,2.75
31.37,0.66,8.84,2.94
31.38,0.85,8.70,3.02
31.38,1.00,8.59,2.98
31.38,1.07,8.51,2.91
31.38,1.20,8.46,2.80
31.39,1.32,8.39,2.85
31.39,1.41,8.39,2.86
31.39,1.52,8.49,2.81
31.39,1.59,8.54,2.80
31.40,1.65,8.57,2.73
31.40,1.70,8.63,2.73
31.40,1.73,8.69,2.84
31.40,1.74,8.73,2.74
31.41,1.74,8.79,2.69
31.41,1.75,8.87,2.64
31.41,1.67,8.95,2.72
31.41,1.61,9.04,2.68
31.42,1.59,9.06,2.62
31.42,1.51,9.18,2.62
31.42,1.38,9.26,2.70
31.42,1.31,9.30,2.90
31.43,1.19,9.29,3.06
31.43,1.14,9.27,3.15
31.43,1.01,9.24,3.18
31.43,0.86,9.21,3.02
31.44,0.79,9.09,2.89
31.44,0.68,9.02,2.89
31.44,0.62,8.94,2.88
31.44,0.55,8.84,2.84
31.45,0.42,8.84,2.84
31.45,0.28,8.82,2.72
31.45,0.14,8.83,2.61
31.45,0.01,8.77,2.58
31.46,-0.13,8.77,2.68
31.46,-0.28,8.73,2.70
31.46,-0.38,8.60,2.48
31.46,-0.50,8.55,2.37
31.47,-0.72,8.47,2.38
31.47,-0.87,8.44,2.30
31.47,-0.99,8.40,2.31
31.47,-1.15,8.36,2.37
31.48,-1.32,8.33,2.52
31.48,-1.51,8.27,2.67
31.48,-1.68,8.25,2.78
31.48,-1.81,8.28,2.73
31.49,-1.95,8.25,2.63
31.49,-1.98,8.19,2.59
31.49,-2.09,8.20,2.54
31.49,-2.24,8.15,2.55
31.50,-2.35,8.11,2.59
31.50,-2.41,8.16,2.64
31.50,-2.45,8.11,2.76
31.50,-2.46,8.04,2.88
31.51,-2.47,8.00,2.90
31.51,-2.50,7.92,2.89
31.51,-2.54,7.84,2.85
31.51,-2.57,7.77,2.82
31.52,-2.48,7.71,2.82
31.52,-2.52,7.66,2.88
31.52,-2.46,7.63,2.96
31.52,-2.29,7.66,3.02
31.53,-2.08,7.71,3.07
31.53,-1.52,8.15,3.04
31.53,-1.33,8.47,3.02
31.53,-1.73,8.35,3.08
31.54,-2.12,8.25,3.04
31.54,-2.23,8.19,3.03
31.54,-2.15,8.20,3.02
31.54,-2.01,8.27,3.06
31.55,-1.86,8.39,3.04
31.55,-1.64,8.56,2.90
31.55,-1.41,8.69,2.86
31.55,-1.21,8.85,2.75
31.56,-0.93,9.01,2.66
31.56,-0.80,9.16,2.61
31.56,-0.68,9.22,2.55
31.56,-0.62,9.25,2.52
31.57,-0.62,9.29,2.49
31.57,-0.61,9.26,2.51
31.57,-0.64,9.23,2.53
31.57,-0.67,9.17,2.60
31.58,-0.66,9.08,2.71
31.58,-0.66,9.04,2.84
31.58,-0.64,9.02,2.90
31.58,-0.62,8.96,2.91
31.59,-0.67,8.87,2.96
31.59,-0.75,8.89,2.89
31.59,-0.83,8.87,2.78
31.59,-0.86,8.84,2.68
31.60,-0.93,8.87,2.50
31.60,-1.00,8.84,2.35
31.60,-1.04,8.84,2.20
31.60,-1.06,8.84,1.99
31.61,-1.05,8.84,1.74
31.61,-1.02,8.82,1.50
31.61,-0.97,8.78,1.26
31.61,-0.91,8.74,0.93
31.62,-0.94,8.62,0.63
31.62,-0.95,8.52,0.44
31.62,-0.96,8.48,0.39
31.62,-0.93,8.39,0.28
31.63,-0.95,8.34,0.23
31.63,-0.98,8.28,0.16
31.63,-0.97,8.16,0.12
31.63,-0.94,8.14,0.09
31.64,-0.94,8.12,-0.05
31.64,-0.89,8.10,-0.25
31.64,-0.92,8.10,-0.37
31.64,-0.82,8.13,-0.59
31.65,-0.73,8.19,-0.84
31.65,-0.74,8.23,-1.15
31.65,-0.82,8.36,-1.48
31.65,-0.86,8.45,-1.74
31.66,-1.01,8.49,-2.13
31.66,-1.28,8.58,-2.51
31.66,-1.65,8.69,-2.88
31.66,-1.92,8.77,-3.09
31.67,-2.19,8.85,-3.09
31.67,-1.97,9.44,-3.35
31.67,-1.85,10.30,-3.61
31.67,-1.92,10.83,-4.11
31.68,-2.08,11.34,-4.38
31.68,-2.40,11.73,-3.97
31.68,-2.90,12.07,-3.60
31.68,-3.33,12.47,-3.07
31.69,-3.64,12.85,-2.47
31.69,-3.89,13.28,-1.91
31.69,-3.93,13.80,-1.25
31.69,-3.98,14.09,-0.75
31.70,-4.03,14.31,-0.23
31.70,-4.31,14.52,0.26
31.70,-4.52,14.63,0.69
31.70,-4.49,14.61,1.25
31.71,-4.65,14.70,1.59
31.71,-4.81,14.84,1.58
31.71,-4.87,15.05,1.45
31.71,-4.80,15.18,1.23
31.72,-4.67,15.43,0.79
31.72,-4.46,15.71,0.85
31.72,-4.39,15.88,0.78
31.72,-4.41,16.09,0.50
31.73,-4.33,16.07,-0.03
31.73,-4.15,16.03,-0.57
31.73,-3.93,16.04,-0.94
31.73,-3.65,15.91,-1.20
31.74,-3.43,15.63,-1.48
31.74,-3.29,15.41,-1.70
31.74,-3.00,15.05,-1.87
31.74,-2.47,14.63,-2.07
31.75,-1.88,14.20,-2.46
31.75,-1.18,13.75,-3.06
31.75,-0.45,13.32,-3.32
31.75,0.29,12.89,-3.36
31.76,0.96,12.40,-3.42
31.76,1.62,11.95,-3.08
31.76,1.91,11.45,-2.30
31.76,2.28,10.98,-1.32
31.77,2.71,10.59,-1.26
31.77,3.25,10.34,-1.98
31.77,4.02,10.02,-2.06
31.77,4.96,9.61,-1.68
31.78,5.69,9.20,-0.92
31.78,6.34,8.86,-0.10
31.78,6.87,8.56,0.48
31.78,7.25,8.31,0.73
31.79,7.41,7.97,0.77
31.79,7.34,7.60,0.79
31.79,7.30,7.26,0.72
31.79,7.39,7.00,0.84
31.80,7.40,6.87,1.20
31.80,7.31,6.73,1.66
31.80,7.28,6.48,2.25
31.80,7.13,6.23,2.76
31.81,6.77,6.01,3.16
31.81,6.13,6.00,3.57
31.81,5.35,6.13,3.97
31.81,4.69,6.15,4.18
31.82,4.15,6.20,4.52
31.82,3.69,6.22,4.95
31.82,3.22,6.25,5.41
31.82,2.65,6.43,5.77
31.83,1.88,6.63,6.03
31.83,0.97,6.78,6.12
31.83,0.06,7.06,6.16
31.83,-0.83,7.31,6.15
31.84,-1.51,7.50,6.06
31.84,-2.05,7.67,5.77
31.84,-2.45,7.79,5.61
31.84,-2.73,7.82,5.29
31.85,-2.98,7.90,4.90
31.85,-3.00,8.00,4.48
31.85,-2.98,8.05,4.05
31.85,-2.87,8.16,3.54
31.86,-2.71,8.19,3.03
31.86,-2.48,8.25,2.56
31.86,-2.22,8.24,2.10
31.86,-2.09,8.17,1.72
31.87,-2.04,8.15,1.42
31.87,-2.05,8.20,1.19
31.87,-2.05,8.22,0.99
31.87,-2.10,8.17,0.83
31.88,-2.06,8.11,0.79
31.88,-2.05,8.05,0.76
31.88,-2.04,7.92,0.80
31.88,-1.97,7.86,0.87
31.89,-1.83,7.72,1.03
31.89,-1.70,7.64,1.11
31.89,-1.59,7.55,1.28
31.89,-1.50,7.48,1.44
31.90,-1.45,7.39,1.52
31.90,-1.40,7.35,1.69
31.90,-1.30,7.35,1.81
31.90,-1.12,7.26,2.00
31.91,-0.82,7.06,2.30
31.91,-0.45,6.72,2.72
31.91,-0.17,6.39,3.00
31.91,0.02,6.21,3.20
31.92,0.13,6.11,3.41
31.92,0.10,6.03,3.64
31.92,0.09,6.01,3.95
31.92,0.06,5.95,4.15
31.93,0.07,5.96,4.30
31.93,0.08,5.93,4.39
31.93,0.03,5.93,4.47
31.93,-0.13,5.84,4.52
31.94,-0.27,5.87,4.50
31.94,-0.37,5.90,4.44
31.94,-0.46,5.92,4.41
31.94,-0.57,5.99,4.31
31.95,-0.59,6.04,4.24
31.95,-0.60,6.06,4.12
31.95,-0.69,6.05,4.02
31.95,-0.66,6.05,3.92
31.96,-0.61,6.11,3.79
31.96,-0.57,6.11,3.69
31.96,-0.52,6.08,3.49
31.96,-0.49,6.06,3.32
31.97,-0.46,6.03,3.08
31.97,-0.39,6.06,2.88
31.97,-0.35,6.04,2.67
31.97,-0.29,6.03,2.46
31.98,-0.22,5.98,2.31
31.98,-0.17,6.02,2.16
31.98,-0.06,6.01,2.08
31.98,0.03,5.96,2.03
31.99,0.10,6.01,2.07
31.99,0.22,6.03,2.18
31.99,0.27,6.10,2.18
31.99,0.36,6.17,2.33
32.00,0.44,6.25,2.55
32.00,0.52,6.38,2.79
