Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
14.00,0.15,8.70,4.29
14.00,-0.08,8.62,4.53
14.00,-0.35,8.46,4.77
14.00,-0.60,8.37,4.99
14.01,-0.77,8.28,5.20
14.01,-0.95,8.14,5.42
14.01,-1.09,8.04,5.69
14.01,-1.11,7.98,5.92
14.02,-1.28,7.95,6.08
14.02,-1.36,7.96,6.23
14.02,-1.51,7.96,6.36
14.02,-1.59,7.95,6.51
14.03,-1.69,7.90,6.63
14.03,-1.78,7.90,6.72
14.03,-1.86,7.91,6.83
14.03,-1.91,7.96,6.93
14.04,-1.99,7.97,6.91
14.04,-2.09,7.95,6.95
14.04,-2.11,7.92,6.89
14.04,-2.09,7.92,6.86
14.05,-2.09,7.86,6.82
14.05,-2.07,7.89,6.68
14.05,-1.99,7.90,6.61
14.05,-1.99,7.90,6.44
14.06,-1.92,7.90,6.16
14.06,-1.83,7.92,6.03
14.06,-1.76,7.91,5.88
14.06,-1.68,7.98,5.67
14.07,-1.50,8.01,5.53
14.07,-1.39,8.07,5.34
14.07,-1.26,8.10,5.12
14.07,-1.09,8.17,5.01
14.08,-0.96,8.20,4.84
14.08,-0.89,8.26,4.66
14.08,-0.80,8.38,4.49
14.08,-0.64,8.45,4.36
14.09,-0.53,8.50,4.24
14.09,-0.41,8.56,4.18
14.09,-0.30,8.60,4.04
14.09,-0.18,8.69,4.03
14.10,-0.05,8.76,4.00
14.10,0.04,8.77,3.93
14.10,0.18,8.81,3.91
14.10,0.24,8.80,3.88
14.11,0.36,8.82,3.81
14.11,0.41,8.79,3.80
14.11,0.46,8.72,3.77
14.11,0.52,8.72,3.81
14.12,0.58,8.73,3.78
14.12,0.62,8.71,3.78
14.12,0.68,8.67,3.79
14.12,0.71,8.66,3.73
14.13,0.77,8.60,3.66
14.13,0.83,8.59,3.67
14.13,0.84,8.55,3.60
14.13,0.83,8.51,3.55
14.14,0.89,8.45,3.58
14.14,0.98,8.41,3.59
