Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
20.73,-0.02,0.00,-0.03
20.73,-0.02,0.00,-0.03
20.74,-0.02,0.00,-0.03
20.74,-0.02,0.00,-0.03
20.74,-0.02,0.01,-0.03
20.74,-0.02,0.01,-0.03
20.74,-0.02,0.01,-0.03
20.75,-0.02,0.02,-0.03
20.75,-0.02,0.02,-0.03
20.75,-0.02,0.02,-0.03
20.75,-0.02,0.03,-0.03
20.76,-0.02,0.03,-0.03
20.76,-0.02,0.03,-0.03
20.76,-0.02,0.03,-0.03
20.76,-0.02,0.04,-0.02
20.77,-0.03,0.03,-0.02
20.77,-0.03,0.03,-0.02
20.77,-0.03,0.03,-0.02
20.77,-0.02,0.03,-0.02
20.77,-0.02,0.03,-0.02
20.78,-0.02,0.03,-0.02
20.78,-0.02,0.02,-0.02
20.78,-0.02,0.02,-0.02
20.78,-0.02,0.02,-0.02
20.79,-0.02,0.02,-0.02
20.79,-0.02,0.02,-0.02
20.79,-0.02,0.02,-0.02
20.79,-0.02,0.02,-0.02
20.80,-0.01,0.02,-0.02
20.80,-0.02,0.03,-0.02
20.80,-0.01,0.03,-0.02
20.80,-0.01,0.04,-0.02
20.80,-0.01,0.04,-0.02
20.81,-0.01,0.04,-0.02
20.81,-0.01,0.04,-0.02
20.81,-0.01,0.04,-0.02
20.81,-0.01,0.04,-0.02
20.82,-0.02,0.04,-0.02
20.82,-0.01,0.04,-0.02
20.82,-0.01,0.05,-0.02
20.82,-0.01,0.04,-0.02
20.83,-0.02,0.04,-0.02
20.83,-0.02,0.04,-0.02
20.83,-0.02,0.04,-0.02
20.83,-0.01,0.03,-0.03
20.83,-0.02,0.03,-0.03
20.84,-0.01,0.02,-0.03
20.84,-0.01,0.02,-0.03
20.84,-0.02,0.02,-0.03
20.84,-0.02,0.01,-0.03
20.85,-0.02,0.01,-0.03
20.85,-0.02,0.00,-0.03
20.85,-0.02,0.01,-0.03
20.85,-0.02,0.00,-0.03
20.86,-0.02,0.00,-0.03
20.86,-0.02,0.00,-0.03
20.86,-0.02,0.00,-0.03
20.86,-0.02,0.00,-0.03
20.86,-0.02,0.00,-0.03
20.87,-0.02,0.00,-0.03
20.87,-0.02,0.00,-0.03
20.87,-0.02,0.00,-0.03
20.87,-0.02,-0.01,-0.03
20.88,-0.02,-0.01,-0.02
20.88,-0.01,-0.01,-0.02
20.88,-0.01,-0.01,-0.02
20.88,-0.01,-0.01,-0.02
20.88,-0.01,-0.01,-0.02
20.89,-0.01,-0.01,-0.02
20.89,-0.01,-0.01,-0.02
20.89,-0.01,-0.01,-0.02
20.89,-0.01,-0.01,-0.02
20.90,-0.01,-0.01,-0.02
20.90,-0.01,-0.01,-0.02
20.90,-0.01,-0.01,-0.01
20.90,-0.01,-0.01,-0.01
20.91,-0.01,-0.01,-0.01
20.91,-0.01,-0.01,-0.01
20.91,-0.01,-0.01,-0.01
20.91,-0.01,-0.01,-0.01
20.91,-0.01,-0.01,-0.01
20.92,-0.01,-0.01,-0.01
