Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
32.14,0.02,0.01,-0.02
32.14,0.02,0.00,-0.02
32.14,0.02,0.00,-0.02
32.15,0.02,0.01,-0.02
32.15,0.01,0.01,-0.02
32.15,0.02,0.01,-0.02
32.15,0.02,0.01,-0.02
32.16,0.02,0.01,-0.02
32.16,0.02,0.01,-0.02
32.16,0.02,0.00,-0.02
32.16,0.02,0.00,-0.02
32.17,0.01,0.00,-0.02
32.17,0.01,0.00,-0.03
32.17,0.01,0.00,-0.03
32.17,0.01,0.00,-0.02
32.18,0.02,0.00,-0.03
32.18,0.01,0.00,-0.03
32.18,0.01,0.00,-0.02
32.18,0.01,0.00,-0.03
32.19,0.01,0.00,-0.03
32.19,0.01,0.01,-0.03
32.19,0.01,0.00,-0.03
32.19,0.01,0.01,-0.02
32.20,0.01,0.01,-0.02
32.20,0.01,0.02,-0.02
32.20,0.01,0.02,-0.02
32.20,0.01,0.02,-0.02
32.21,0.00,0.02,-0.02
32.21,0.00,0.02,-0.02
32.21,0.01,0.03,-0.02
32.21,0.00,0.03,-0.02
32.22,0.00,0.03,-0.02
32.22,0.00,0.03,-0.01
32.22,0.00,0.03,-0.02
32.22,-0.01,0.03,-0.01
32.23,-0.01,0.03,-0.01
32.23,-0.01,0.03,-0.01
32.23,-0.01,0.04,-0.01
32.23,-0.01,0.03,-0.01
32.24,-0.01,0.03,0.00
32.24,-0.01,0.04,0.00
32.24,-0.02,0.03,0.00
32.24,-0.02,0.03,0.01
32.25,-0.02,0.04,0.01
32.25,-0.02,0.04,0.01
32.25,-0.03,0.04,0.02
32.25,-0.03,0.04,0.02
32.26,-0.03,0.04,0.02
32.26,-0.03,0.04,0.02
32.26,-0.03,0.04,0.02
32.26,-0.03,0.03,0.02
32.27,-0.03,0.03,0.02
32.27,-0.02,0.03,0.02
32.27,-0.02,0.03,0.02
32.27,-0.02,0.03,0.02
32.28,-0.02,0.03,0.02
32.28,-0.02,0.03,0.01
32.28,-0.02,0.03,0.01
32.28,-0.02,0.02,0.01
32.29,-0.02,0.02,0.01
32.29,-0.02,0.02,0.00
32.29,-0.02,0.02,0.00
32.29,-0.02,0.02,0.00
32.30,-0.02,0.02,0.00
32.30,-0.02,0.02,0.00
32.30,-0.02,0.02,0.00
32.30,-0.02,0.02,0.00
32.31,-0.02,0.02,0.00
32.31,-0.02,0.01,0.00
32.31,-0.02,0.01,0.00
32.31,-0.02,0.01,-0.01
32.32,-0.02,0.00,-0.01
32.32,-0.02,0.00,-0.01
32.32,-0.02,0.00,-0.01
32.32,-0.02,0.00,-0.01
32.33,-0.02,0.00,-0.01
32.33,-0.02,0.00,-0.01
32.33,-0.01,0.00,-0.01
32.33,-0.01,0.00,-0.01
32.34,0.00,0.00,-0.01
32.34,0.00,0.00,-0.01
32.34,0.00,0.00,-0.01
32.34,0.00,0.00,-0.01
32.35,0.00,-0.01,-0.01
32.35,0.01,0.00,-0.01
32.35,0.01,0.00,-0.01
32.35,0.01,0.00,-0.01
32.36,0.01,0.00,-0.01
32.36,0.01,0.00,-0.01
32.36,0.01,-0.01,-0.01
32.36,0.01,-0.01,-0.01
32.37,0.02,-0.01,-0.01
32.37,0.02,-0.01,-0.01
32.37,0.02,-0.01,-0.01
32.37,0.02,-0.01,-0.01
32.38,0.02,-0.01,-0.01
32.38,0.02,-0.01,-0.01
32.38,0.03,-0.01,-0.01
32.38,0.03,-0.01,-0.01
32.39,0.03,-0.01,-0.01
32.39,0.03,0.00,-0.01
32.39,0.03,0.00,-0.01
32.39,0.03,0.00,-0.02
32.40,0.03,0.00,-0.02
32.40,0.03,0.01,-0.01
32.40,0.02,0.01,-0.02
32.40,0.02,0.01,-0.02
32.41,0.02,0.01,-0.01
32.41,0.02,0.02,-0.02
32.41,0.02,0.02,-0.02
32.41,0.02,0.02,-0.02
32.42,0.01,0.02,-0.02
32.42,0.01,0.02,-0.02
32.42,0.00,0.03,-0.02
32.42,0.00,0.03,-0.02
32.43,0.00,0.03,-0.02
32.43,0.00,0.03,-0.02
32.43,-0.01,0.03,-0.03
32.43,-0.01,0.03,-0.03
32.44,-0.01,0.03,-0.03
32.44,-0.01,0.02,-0.03
32.44,-0.02,0.02,-0.03
32.44,-0.02,0.02,-0.04
32.45,-0.02,0.02,-0.04
32.45,-0.02,0.02,-0.04
32.45,-0.02,0.02,-0.04
32.45,-0.02,0.02,-0.04
32.46,-0.03,0.01,-0.04
32.46,-0.02,0.01,-0.05
32.46,-0.02,0.01,-0.05
32.46,-0.02,0.01,-0.04
32.47,-0.03,0.01,-0.05
32.47,-0.02,0.01,-0.05
32.47,-0.02,0.01,-0.05
32.47,-0.02,0.01,-0.05
32.48,-0.02,0.01,-0.05
32.48,-0.02,0.02,-0.05
32.48,-0.01,0.02,-0.05
32.48,-0.02,0.02,-0.05
32.49,-0.01,0.02,-0.05
32.49,-0.01,0.02,-0.05
32.49,0.00,0.02,-0.05
32.49,0.00,0.02,-0.05
32.50,0.01,0.03,-0.05
32.50,0.01,0.03,-0.05
32.50,0.01,0.03,-0.04
32.50,0.02,0.03,-0.05
32.51,0.02,0.03,-0.04
32.51,0.02,0.04,-0.04
32.51,0.02,0.04,-0.04
32.51,0.03,0.04,-0.04
32.52,0.03,0.04,-0.04
32.52,0.03,0.04,-0.04
32.52,0.03,0.04,-0.04
32.52,0.04,0.04,-0.04
32.53,0.04,0.04,-0.04
32.53,0.04,0.04,-0.04
32.53,0.04,0.04,-0.04
32.53,0.04,0.04,-0.04
32.54,0.04,0.04,-0.04
32.54,0.04,0.04,-0.04
32.54,0.04,0.04,-0.04
32.54,0.04,0.04,-0.04
32.55,0.04,0.03,-0.05
32.55,0.04,0.03,-0.04
32.55,0.05,0.03,-0.05
32.55,0.05,0.03,-0.05
32.56,0.04,0.02,-0.05
32.56,0.04,0.02,-0.05
32.56,0.04,0.02,-0.05
32.56,0.04,0.02,-0.05
32.57,0.04,0.02,-0.05
32.57,0.04,0.02,-0.05
32.57,0.03,0.02,-0.05
32.57,0.03,0.02,-0.05
32.58,0.03,0.02,-0.05
32.58,0.03,0.01,-0.05
32.58,0.03,0.01,-0.05
32.58,0.03,0.01,-0.05
32.59,0.02,0.01,-0.05
32.59,0.02,0.01,-0.05
32.59,0.02,0.01,-0.04
32.59,0.02,0.01,-0.04
32.60,0.02,0.01,-0.04
32.60,0.01,0.01,-0.04
32.60,0.01,0.01,-0.04
32.60,0.00,0.01,-0.03
32.61,0.00,0.01,-0.03
32.61,0.00,0.01,-0.03
32.61,0.00,0.01,-0.02
32.61,0.00,0.01,-0.02
32.62,0.00,0.01,-0.02
32.62,0.00,0.01,-0.02
32.62,-0.01,0.02,-0.01
32.62,0.00,0.02,-0.01
32.63,0.00,0.02,0.00
32.63,0.00,0.02,0.00
32.63,-0.01,0.02,0.00
32.63,-0.01,0.02,0.01
32.64,-0.01,0.02,0.01
32.64,-0.02,0.03,0.01
32.64,-0.01,0.03,0.01
32.64,-0.02,0.03,0.01
32.65,-0.02,0.03,0.01
32.65,-0.02,0.04,0.01
32.65,-0.02,0.04,0.01
32.65,-0.03,0.04,0.01
32.66,-0.03,0.04,0.01
32.66,-0.04,0.05,0.01
32.66,-0.03,0.05,0.01
32.66,-0.03,0.05,0.01
32.67,-0.04,0.06,0.01
32.67,-0.04,0.05,0.01
32.67,-0.05,0.05,0.00
32.67,-0.05,0.05,0.00
32.68,-0.05,0.05,-0.01
32.68,-0.05,0.05,-0.01
32.68,-0.05,0.04,-0.01
32.68,-0.06,0.04,-0.02
32.69,-0.06,0.02,-0.02
32.69,-0.06,0.02,-0.02
32.69,-0.06,0.01,-0.03
32.69,-0.06,-0.01,-0.04
32.70,-0.06,-0.02,-0.04
32.70,-0.06,-0.03,-0.05
32.70,-0.05,-0.05,-0.06
32.70,-0.05,-0.06,-0.07
32.71,-0.05,-0.08,-0.07
32.71,-0.05,-0.10,-0.08
32.71,-0.04,-0.11,-0.08
