Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
22.24,-2.23,9.16,0.41
22.24,-2.19,9.18,0.44
22.24,-2.19,9.15,0.44
22.25,-2.19,9.09,0.51
22.25,-2.19,9.06,0.47
22.25,-2.23,9.08,0.50
22.25,-2.23,9.02,0.48
22.26,-2.27,8.98,0.44
22.26,-2.27,8.93,0.46
22.26,-2.22,8.97,0.51
22.26,-2.25,8.96,0.48
22.27,-2.23,8.92,0.47
22.27,-2.24,8.92,0.44
22.27,-2.22,8.94,0.47
22.27,-2.19,8.89,0.46
22.28,-2.20,8.90,0.46
22.28,-2.21,8.93,0.44
22.28,-2.19,8.97,0.41
22.28,-2.18,9.00,0.45
22.29,-2.18,9.04,0.48
22.29,-2.14,9.02,0.41
22.29,-2.12,9.04,0.39
22.29,-2.14,9.07,0.44
22.30,-2.13,9.07,0.35
22.30,-2.10,9.04,0.35
22.30,-2.07,9.08,0.36
22.30,-2.07,9.09,0.36
22.31,-2.15,9.09,0.36
22.31,-2.06,9.07,0.33
22.31,-2.02,9.08,0.35
22.31,-1.98,9.13,0.31
22.32,-1.98,9.12,0.30
22.32,-2.02,9.10,0.31
22.32,-2.00,9.10,0.34
22.32,-1.95,9.12,0.38
22.33,-1.91,9.11,0.32
22.33,-1.89,9.09,0.29
22.33,-1.91,9.10,0.32
22.33,-1.97,9.11,0.32
22.34,-1.92,9.12,0.27
22.34,-1.93,9.14,0.30
22.34,-1.97,9.11,0.27
22.34,-1.93,9.11,0.26
22.35,-1.93,9.13,0.28
22.35,-1.93,9.11,0.28
22.35,-1.96,9.12,0.26
22.35,-1.92,9.13,0.22
22.36,-1.95,9.12,0.26
22.36,-1.95,9.12,0.25
22.36,-1.95,9.10,0.25
22.36,-1.97,9.06,0.28
22.37,-1.97,9.09,0.30
22.37,-1.94,9.07,0.27
22.37,-1.93,9.12,0.24
22.37,-1.92,9.11,0.29
22.38,-1.91,9.05,0.30
22.38,-1.95,9.09,0.30
22.38,-1.98,9.08,0.29
22.38,-1.97,9.09,0.34
22.39,-1.95,9.11,0.32
22.39,-1.93,9.13,0.31
22.39,-1.94,9.08,0.33
22.39,-1.97,9.16,0.33
22.40,-1.94,9.12,0.33
22.40,-1.95,9.17,0.35
22.40,-1.93,9.18,0.36
22.40,-1.92,9.18,0.35
22.41,-1.94,9.18,0.35
22.41,-1.92,9.18,0.34
22.41,-1.98,9.22,0.33
22.41,-1.98,9.24,0.34
22.42,-1.94,9.23,0.30
