Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
12.53,0.44,0.78,9.71
12.53,0.41,0.77,9.65
12.53,0.30,0.78,9.60
12.53,0.20,0.79,9.64
12.54,0.11,0.81,9.62
12.54,-0.01,0.84,9.60
12.54,-0.05,0.88,9.45
12.54,-0.17,0.86,9.35
12.55,-0.32,0.93,9.39
12.55,-0.39,0.97,9.42
12.55,-0.43,0.92,9.39
12.55,-0.56,0.87,9.48
12.56,-0.65,0.86,9.54
12.56,-0.71,0.83,9.63
12.56,-0.78,0.78,9.76
12.56,-0.78,0.75,9.89
12.57,-0.91,0.70,9.92
12.57,-0.90,0.63,10.07
12.57,-0.89,0.54,10.21
12.57,-0.81,0.48,10.35
12.58,-0.63,0.42,10.41
12.58,-0.51,0.34,10.48
12.58,-0.37,0.27,10.55
12.58,-0.32,0.20,10.60
12.59,-0.19,0.13,10.61
12.59,-0.06,0.08,10.66
12.59,0.02,0.01,10.60
12.59,0.08,-0.06,10.59
12.60,0.18,-0.08,10.53
12.60,0.27,-0.14,10.53
12.60,0.33,-0.19,10.45
12.60,0.40,-0.23,10.41
12.61,0.43,-0.28,10.36
12.61,0.46,-0.32,10.19
12.61,0.46,-0.31,10.11
12.61,0.51,-0.34,10.03
12.62,0.54,-0.34,9.90
12.62,0.54,-0.35,9.77
12.62,0.51,-0.38,9.72
12.62,0.51,-0.44,9.57
12.63,0.45,-0.36,9.47
12.63,0.45,-0.34,9.39
12.63,0.44,-0.31,9.36
12.63,0.43,-0.31,9.32
12.64,0.37,-0.29,9.27
12.64,0.23,-0.23,9.15
12.64,0.14,-0.22,9.13
12.64,-0.01,-0.24,9.10
12.65,-0.14,-0.26,9.09
12.65,-0.25,-0.23,9.11
12.65,-0.30,-0.24,9.23
12.65,-0.36,-0.33,9.39
12.66,-0.36,-0.38,9.49
12.66,-0.37,-0.43,9.54
12.66,-0.33,-0.51,9.74
12.66,-0.32,-0.56,9.87
12.67,-0.24,-0.62,9.97
12.67,-0.22,-0.69,10.02
12.67,-0.20,-0.75,10.05
12.67,-0.20,-0.80,10.07
12.68,-0.20,-0.94,9.99
12.68,-0.16,-1.02,9.88
12.68,-0.09,-1.06,9.81
12.68,-0.02,-1.08,9.79
12.69,0.06,-1.17,9.66
12.69,0.20,-1.25,9.57
12.69,0.25,-1.27,9.60
12.69,0.37,-1.30,9.62
12.70,0.41,-1.37,9.60
12.70,0.43,-1.33,9.60
12.70,0.57,-1.36,9.65
12.70,0.64,-1.40,9.69
12.71,0.68,-1.45,9.79
12.71,0.69,-1.48,9.79
12.71,0.64,-1.55,9.77
12.71,0.64,-1.59,9.79
12.72,0.62,-1.64,9.83
12.72,0.60,-1.64,9.89
12.72,0.55,-1.65,9.98
12.72,0.57,-1.66,10.02
12.73,0.57,-1.63,10.04
12.73,0.58,-1.56,10.02
12.73,0.62,-1.54,10.00
12.73,0.63,-1.56,10.04
12.74,0.60,-1.50,10.04
12.74,0.56,-1.44,10.02
12.74,0.48,-1.39,9.97
12.74,0.43,-1.37,9.96
12.75,0.36,-1.29,9.98
12.75,0.22,-1.20,9.97
12.75,0.18,-1.12,9.94
12.75,0.09,-1.07,9.97
12.76,-0.06,-0.99,9.98
12.76,-0.12,-0.95,9.93
12.76,-0.16,-0.88,9.92
12.76,-0.23,-0.82,9.85
12.77,-0.30,-0.82,9.84
12.77,-0.38,-0.82,9.88
12.77,-0.44,-0.75,9.96
12.77,-0.48,-0.73,10.08
12.78,-0.52,-0.73,10.13
12.78,-0.53,-0.77,10.16
12.78,-0.56,-0.80,10.15
12.78,-0.62,-0.81,10.21
12.79,-0.59,-0.84,10.28
12.79,-0.54,-0.91,10.35
12.79,-0.56,-0.94,10.39
12.79,-0.54,-1.03,10.38
12.80,-0.53,-1.06,10.43
12.80,-0.46,-1.10,10.47
12.80,-0.36,-1.16,10.47
12.80,-0.26,-1.24,10.47
12.81,-0.17,-1.30,10.49
12.81,-0.08,-1.27,10.40
12.81,0.03,-1.29,10.37
12.81,0.12,-1.26,10.34
12.82,0.15,-1.37,10.32
12.82,0.25,-1.40,10.20
12.82,0.34,-1.43,10.13
12.82,0.40,-1.42,10.06
12.83,0.42,-1.43,9.98
12.83,0.45,-1.45,9.99
12.83,0.50,-1.46,9.97
12.83,0.54,-1.41,9.93
12.84,0.61,-1.40,9.86
12.84,0.70,-1.39,9.82
12.84,0.71,-1.40,9.74
12.84,0.75,-1.39,9.66
12.85,0.72,-1.37,9.62
12.85,0.74,-1.38,9.59
12.85,0.76,-1.32,9.56
12.85,0.71,-1.27,9.54
