Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
30.03,0.34,8.99,2.53
30.03,0.20,8.93,2.53
30.03,0.17,8.90,2.51
30.04,0.08,8.86,2.43
30.04,-0.13,8.85,2.35
30.04,-0.30,8.87,2.27
30.04,-0.42,8.94,2.26
30.05,-0.55,8.94,2.25
30.05,-0.75,8.96,2.12
30.05,-0.83,8.98,2.04
30.05,-0.97,9.00,1.98
30.06,-1.07,9.00,1.93
30.06,-1.14,9.01,1.85
30.06,-1.30,9.00,1.79
30.06,-1.35,8.97,1.78
30.07,-1.39,8.98,1.77
30.07,-1.40,8.92,1.72
30.07,-1.38,8.87,1.70
30.07,-1.42,8.86,1.75
30.08,-1.36,8.78,1.80
30.08,-1.33,8.70,1.79
30.08,-1.25,8.64,1.80
30.08,-1.07,8.51,1.81
30.09,-0.93,8.47,1.89
30.09,-0.80,8.45,1.96
30.09,-0.62,8.44,1.99
30.09,-0.42,8.35,2.01
30.10,-0.30,8.34,2.04
30.10,-0.19,8.35,2.11
30.10,-0.08,8.39,2.17
30.10,0.08,8.41,2.27
30.11,0.13,8.43,2.38
30.11,0.20,8.49,2.46
30.11,0.28,8.54,2.55
30.11,0.32,8.66,2.67
30.12,0.32,8.70,2.70
30.12,0.33,8.73,2.75
30.12,0.34,8.81,2.81
30.12,0.30,8.86,2.88
30.13,0.29,8.99,2.96
30.13,0.31,9.06,2.95
30.13,0.36,9.07,2.96
30.13,0.28,9.16,3.02
30.14,0.27,9.24,3.00
30.14,0.35,9.30,3.00
30.14,0.41,9.33,2.98
30.14,0.38,9.38,2.96
30.15,0.38,9.47,2.80
30.15,0.32,9.52,2.73
30.15,0.32,9.59,2.61
30.15,0.38,9.63,2.55
30.16,0.42,9.72,2.51
30.16,0.47,9.78,2.36
30.16,0.50,9.85,2.29
30.16,0.56,9.94,2.20
30.17,0.60,9.95,2.17
30.17,0.67,10.06,2.05
30.17,0.77,10.12,1.94
30.17,0.78,10.16,1.82
30.18,0.81,10.18,1.75
30.18,0.86,10.23,1.66
30.18,0.90,10.24,1.60
30.18,0.88,10.26,1.52
30.19,0.89,10.25,1.37
30.19,0.98,10.20,1.32
30.19,1.00,10.15,1.28
30.19,1.08,10.11,1.24
30.20,1.09,10.02,1.12
30.20,1.11,9.92,0.95
30.20,1.09,9.85,0.84
30.20,1.07,9.74,0.73
30.21,1.03,9.69,0.49
30.21,0.98,9.68,0.30
