Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
27.87,1.74,0.01,0.96
27.87,1.79,0.10,0.96
27.88,1.85,0.19,0.97
27.88,1.90,0.28,0.98
27.88,1.95,0.36,1.00
27.88,2.00,0.44,1.02
27.89,2.05,0.53,1.03
27.89,2.09,0.63,1.05
27.89,2.13,0.73,1.06
27.89,2.17,0.84,1.08
27.90,2.21,0.95,1.10
27.90,2.24,1.05,1.12
27.90,2.27,1.16,1.14
27.90,2.29,1.25,1.16
27.90,2.30,1.36,1.18
27.91,2.31,1.45,1.19
27.91,2.32,1.54,1.20
27.91,2.32,1.62,1.21
27.91,2.31,1.68,1.21
27.92,2.29,1.74,1.21
27.92,2.27,1.78,1.21
27.92,2.24,1.81,1.20
27.92,2.20,1.83,1.19
27.92,2.17,1.83,1.19
27.93,2.13,1.83,1.19
27.93,2.10,1.83,1.20
27.93,2.07,1.83,1.22
27.93,2.03,1.83,1.25
27.94,2.00,1.85,1.28
27.94,1.98,1.85,1.31
27.94,1.96,1.86,1.35
27.94,1.95,1.86,1.38
27.95,1.94,1.85,1.40
27.95,1.94,1.85,1.42
27.95,1.93,1.83,1.42
27.95,1.92,1.80,1.42
27.95,1.91,1.77,1.42
27.96,1.89,1.74,1.43
27.96,1.88,1.73,1.46
27.96,1.87,1.73,1.50
27.96,1.86,1.74,1.56
27.97,1.84,1.74,1.61
27.97,1.84,1.71,1.66
27.97,1.85,1.66,1.70
27.97,1.86,1.61,1.74
27.98,1.86,1.55,1.78
27.98,1.86,1.48,1.82
27.98,1.84,1.40,1.87
27.98,1.83,1.31,1.91
27.98,1.82,1.20,1.95
27.99,1.81,1.08,1.98
27.99,1.81,0.94,2.01
27.99,1.79,0.78,2.04
27.99,1.77,0.60,2.07
28.00,1.75,0.43,2.10
28.00,1.72,0.25,2.13
28.00,1.71,0.07,2.17
28.00,1.70,-0.11,2.21
28.01,1.70,-0.29,2.25
28.01,1.70,-0.47,2.29
28.01,1.70,-0.62,2.31
28.01,1.69,-0.72,2.30
28.01,1.66,-0.77,2.27
28.02,1.63,-0.79,2.22
28.02,1.59,-0.80,2.17
28.02,1.55,-0.80,2.10
28.02,1.51,-0.79,2.04
28.03,1.47,-0.79,1.99
28.03,1.44,-0.79,1.95
28.03,1.41,-0.79,1.92
28.03,1.38,-0.79,1.90
28.04,1.35,-0.81,1.88
28.04,1.31,-0.83,1.86
28.04,1.27,-0.85,1.84
28.04,1.23,-0.89,1.82
28.04,1.18,-0.93,1.80
28.05,1.13,-0.96,1.77
28.05,1.07,-1.01,1.74
28.05,1.01,-1.05,1.71
28.05,0.96,-1.08,1.67
28.06,0.90,-1.12,1.63
28.06,0.84,-1.14,1.60
28.06,0.78,-1.16,1.56
28.06,0.72,-1.17,1.53
28.07,0.67,-1.20,1.50
28.07,0.62,-1.23,1.47
28.07,0.57,-1.26,1.44
28.07,0.53,-1.29,1.41
28.07,0.48,-1.31,1.38
28.08,0.43,-1.33,1.35
28.08,0.39,-1.33,1.32
28.08,0.35,-1.33,1.30
28.08,0.31,-1.34,1.27
28.09,0.27,-1.34,1.24
28.09,0.24,-1.35,1.22
28.09,0.21,-1.36,1.20
28.09,0.18,-1.36,1.18
28.10,0.16,-1.36,1.16
28.10,0.14,-1.36,1.15
28.10,0.11,-1.36,1.13
28.10,0.08,-1.35,1.12
28.10,0.06,-1.34,1.11
28.11,0.03,-1.34,1.10
28.11,0.00,-1.33,1.09
28.11,-0.02,-1.32,1.06
28.11,-0.04,-1.31,1.04
28.12,-0.05,-1.30,1.02
