Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
17.52,-0.19,0.05,0.23
17.53,-0.19,0.05,0.23
17.53,-0.19,0.05,0.23
17.53,-0.20,0.05,0.23
17.53,-0.20,0.05,0.22
17.54,-0.20,0.05,0.23
17.54,-0.20,0.05,0.22
17.54,-0.20,0.05,0.22
17.54,-0.21,0.05,0.22
17.55,-0.21,0.05,0.22
17.55,-0.21,0.05,0.23
17.55,-0.21,0.05,0.22
17.55,-0.21,0.06,0.22
17.56,-0.21,0.06,0.22
17.56,-0.22,0.06,0.23
17.56,-0.22,0.06,0.23
17.56,-0.22,0.06,0.23
17.57,-0.21,0.07,0.23
17.57,-0.21,0.07,0.23
17.57,-0.21,0.07,0.22
17.57,-0.21,0.07,0.23
17.58,-0.21,0.07,0.23
17.58,-0.21,0.07,0.23
17.58,-0.21,0.08,0.23
17.58,-0.21,0.08,0.23
17.59,-0.21,0.07,0.22
17.59,-0.21,0.07,0.22
17.59,-0.21,0.07,0.22
17.59,-0.21,0.07,0.22
17.60,-0.21,0.07,0.22
17.60,-0.21,0.07,0.21
17.60,-0.20,0.06,0.21
17.60,-0.21,0.06,0.21
17.61,-0.21,0.06,0.20
17.61,-0.21,0.06,0.20
17.61,-0.21,0.05,0.20
17.61,-0.20,0.05,0.19
17.62,-0.21,0.05,0.19
17.62,-0.21,0.04,0.19
17.62,-0.20,0.04,0.19
17.62,-0.20,0.03,0.18
17.63,-0.20,0.03,0.18
17.63,-0.20,0.02,0.18
17.63,-0.20,0.02,0.18
17.63,-0.19,0.02,0.17
17.64,-0.19,0.01,0.17
17.64,-0.19,0.01,0.17
17.64,-0.18,0.01,0.18
17.64,-0.18,0.01,0.18
17.65,-0.18,0.00,0.18
17.65,-0.17,0.00,0.19
17.65,-0.17,0.01,0.19
17.65,-0.17,0.01,0.19
17.66,-0.16,0.02,0.20
17.66,-0.16,0.02,0.20
17.66,-0.16,0.03,0.21
17.66,-0.15,0.03,0.21
17.67,-0.15,0.04,0.21
17.67,-0.15,0.04,0.22
17.67,-0.16,0.05,0.22
17.67,-0.15,0.05,0.22
17.68,-0.16,0.06,0.22
17.68,-0.16,0.06,0.23
17.68,-0.15,0.07,0.23
17.68,-0.16,0.07,0.23
