Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
20.00,3.27,7.28,2.29
20.00,3.35,7.20,2.52
20.00,3.33,7.25,2.70
20.00,3.35,7.25,2.88
20.01,3.46,7.08,3.06
20.01,3.56,7.11,3.22
20.01,3.39,7.24,3.38
20.01,3.09,7.23,3.59
20.02,2.91,7.05,3.83
20.02,2.75,6.95,3.98
20.02,2.50,7.11,4.13
20.02,2.28,7.32,4.33
20.03,2.21,7.56,4.47
20.03,2.20,7.77,4.62
20.03,2.24,7.97,4.79
20.03,2.27,8.15,4.89
20.04,2.38,8.28,5.01
20.04,2.46,8.38,5.03
20.04,2.40,8.49,5.03
20.04,2.50,8.61,5.06
20.05,2.60,8.68,4.99
20.05,2.62,8.77,4.96
20.05,2.48,8.82,4.88
20.05,2.42,8.89,4.79
20.06,2.42,8.96,4.69
20.06,2.36,8.96,4.63
20.06,2.36,8.93,4.46
20.06,2.38,8.91,4.28
20.07,2.38,8.87,4.20
20.07,2.34,8.83,4.12
20.07,2.30,8.76,4.04
20.07,2.25,8.68,3.95
20.08,2.19,8.64,3.87
20.08,2.14,8.58,3.81
20.08,2.08,8.42,3.73
20.08,2.00,8.33,3.69
20.09,1.89,8.20,3.59
20.09,1.73,8.10,3.45
20.09,1.69,7.96,3.48
20.09,1.65,7.88,3.42
20.10,1.50,7.78,3.37
20.10,1.37,7.60,3.30
20.10,1.25,7.46,3.33
20.10,1.08,7.34,3.27
20.11,0.92,7.26,3.21
20.11,0.84,7.20,3.21
20.11,0.77,7.08,3.19
20.11,0.68,7.01,3.22
20.12,0.62,6.94,3.25
20.12,0.58,6.88,3.25
20.12,0.59,6.87,3.33
20.12,0.44,6.81,3.36
20.13,0.42,6.77,3.44
20.13,0.39,6.77,3.51
20.13,0.41,6.75,3.48
20.13,0.44,6.69,3.50
20.14,0.54,6.66,3.50
20.14,0.58,6.66,3.54
20.14,0.68,6.69,3.57
20.14,0.71,6.71,3.56
20.15,0.79,6.70,3.64
20.15,0.81,6.72,3.64
20.15,0.84,6.76,3.71
20.15,0.92,6.76,3.78
20.16,1.00,6.77,3.78
20.16,1.09,6.75,3.91
20.16,1.16,6.76,4.02
20.16,1.24,6.75,4.06
20.17,1.33,6.75,4.13
20.17,1.35,6.75,4.17
20.17,1.50,6.78,4.22
20.17,1.64,6.74,4.38
20.18,1.72,6.73,4.43
20.18,1.79,6.74,4.49
20.18,1.87,6.75,4.53
20.19,2.06,6.80,4.57
20.19,2.13,6.90,4.59
20.19,2.23,6.92,4.67
20.19,2.28,6.98,4.77
20.19,2.41,6.93,4.80
20.20,2.49,6.95,4.84
20.20,2.58,6.96,4.90
20.20,2.76,7.03,4.90
20.20,2.87,7.13,4.94
20.21,2.88,7.17,4.96
20.21,3.05,7.18,5.04
20.21,3.18,7.14,5.13
20.21,3.21,7.08,5.18
20.22,3.21,7.06,5.24
20.22,3.23,7.02,5.32
20.22,3.31,6.95,5.30
20.22,3.38,6.89,5.27
20.23,3.45,6.87,5.28
20.23,3.54,6.85,5.24
20.23,3.64,6.84,5.26
20.23,3.68,6.76,5.26
20.24,3.68,6.67,5.22
20.24,3.72,6.68,5.19
20.24,3.70,6.64,5.22
20.24,3.64,6.58,5.20
20.25,3.60,6.48,5.20
20.25,3.56,6.37,5.24
20.25,3.66,6.30,5.32
20.25,3.83,6.28,5.31
20.26,3.82,6.27,5.38
20.26,3.78,6.19,5.45
20.26,3.80,6.15,5.52
20.26,3.80,6.05,5.62
20.27,3.73,6.08,5.71
20.27,3.68,6.00,5.82
20.27,3.54,5.90,5.90
20.27,3.54,5.84,6.04
20.28,3.48,5.76,6.17
20.28,3.43,5.63,6.23
20.28,3.38,5.56,6.33
20.28,3.33,5.50,6.47
20.29,3.25,5.47,6.55
20.29,3.19,5.48,6.65
20.29,3.07,5.46,6.69
20.29,2.88,5.48,6.75
20.30,2.72,5.60,6.77
20.30,2.62,5.64,6.65
20.30,2.61,5.68,6.55
20.30,2.68,5.72,6.51
20.31,2.77,5.74,6.32
20.31,2.92,5.73,6.11
20.31,3.15,5.91,6.05
20.31,3.47,5.95,5.84
20.32,3.72,6.02,5.65
20.32,3.90,6.14,5.45
20.32,4.07,6.30,5.27
20.32,4.22,6.51,5.12
20.33,4.21,6.85,4.91
20.33,4.25,7.33,4.67
20.33,4.16,7.92,4.34
20.33,3.97,8.68,4.00
20.34,3.65,9.50,3.57
20.34,3.09,10.19,3.22
20.34,2.62,10.78,2.93
20.34,2.31,11.24,2.69
20.35,2.14,11.52,2.58
20.35,2.19,11.83,2.57
20.35,2.34,12.18,2.59
20.35,2.61,12.54,2.61
20.36,2.77,12.84,2.69
20.36,2.86,13.28,2.73
20.36,2.84,13.74,2.86
20.36,2.75,14.25,3.04
20.37,2.58,14.71,3.17
20.37,2.38,15.22,3.33
20.37,2.19,15.69,3.38
20.37,1.99,16.02,3.34
20.38,1.85,16.38,3.28
20.38,1.82,16.67,3.11
20.38,1.95,16.84,2.88
20.38,2.11,16.75,2.68
20.39,2.23,16.51,2.63
20.39,2.31,16.12,2.67
20.39,2.31,15.61,2.84
20.39,2.16,14.88,2.86
20.40,1.90,14.11,2.74
20.40,1.66,13.41,2.57
20.40,1.48,12.90,2.56
20.40,1.30,12.42,2.50
20.41,1.07,11.89,2.44
20.41,1.00,11.56,2.42
20.41,0.95,11.15,2.47
20.41,0.78,10.74,2.62
20.42,0.56,10.45,2.82
20.42,0.36,10.16,3.00
20.42,0.20,9.86,3.16
20.42,0.09,9.49,3.33
20.43,-0.03,9.17,3.54
20.43,-0.24,8.88,3.97
20.43,-0.32,8.73,4.26
20.43,-0.30,8.63,4.49
20.44,-0.26,8.60,4.75
20.44,-0.23,8.52,4.79
20.44,-0.26,8.54,4.67
20.44,-0.17,8.46,4.44
20.45,-0.15,8.48,4.16
20.45,-0.24,8.60,3.89
20.45,-0.41,8.65,3.64
20.45,-0.76,8.76,3.27
20.46,-1.20,8.92,3.05
20.46,-1.56,9.05,2.79
20.46,-1.98,9.18,2.62
20.46,-2.56,9.43,2.37
20.47,-3.17,9.73,2.31
20.47,-3.76,10.06,2.21
20.47,-4.13,10.37,2.28
20.47,-4.44,10.73,2.41
20.48,-4.71,11.12,2.61
20.48,-4.85,11.31,2.69
20.48,-4.91,11.46,2.81
20.48,-4.87,11.61,2.84
20.49,-4.72,11.61,2.75
20.49,-4.52,11.62,2.72
20.49,-4.29,11.53,2.69
20.49,-3.96,11.44,2.73
20.50,-3.78,11.36,2.77
20.50,-3.64,11.18,2.77
20.50,-3.63,10.90,2.76
20.50,-3.51,10.59,2.83
20.51,-3.33,10.39,2.74
20.51,-3.27,10.30,2.76
20.51,-3.22,10.20,2.92
20.51,-3.28,10.11,3.00
20.52,-3.38,9.92,3.24
20.52,-3.33,9.76,3.48
20.52,-3.08,9.67,3.76
20.52,-2.84,9.53,4.12
20.53,-2.60,9.53,4.71
20.53,-2.36,9.53,5.15
20.53,-2.11,9.51,5.42
20.53,-1.88,9.49,5.55
20.54,-1.77,9.49,5.51
20.54,-1.73,9.50,5.33
20.54,-1.83,9.65,5.26
20.54,-1.78,9.66,5.24
20.55,-1.56,9.48,5.39
20.55,-1.44,9.34,5.55
20.55,-1.24,9.22,5.64
20.55,-1.05,9.08,5.66
20.56,-0.74,8.92,5.40
20.56,-0.38,8.83,5.29
20.56,0.01,8.77,4.86
20.56,0.28,8.64,4.26
20.57,0.48,8.48,4.04
20.57,0.66,8.27,3.75
20.57,0.69,8.12,3.53
20.57,0.73,7.94,3.39
20.58,0.67,7.84,3.32
20.58,0.57,7.68,3.43
20.58,0.64,7.64,3.24
20.58,0.64,7.55,3.13
20.59,0.60,7.49,2.97
20.59,0.46,7.44,3.00
20.59,0.36,7.42,3.07
20.59,0.28,7.43,3.24
20.60,0.15,7.46,3.36
20.60,-0.03,7.45,3.44
20.60,-0.12,7.44,3.48
20.60,-0.29,7.44,3.47
20.61,-0.49,7.35,3.58
20.61,-0.65,7.28,3.58
20.61,-0.93,7.31,3.81
20.61,-1.08,7.26,3.91
20.62,-1.16,7.35,3.84
20.62,-1.28,7.39,3.62
20.62,-1.50,7.45,3.59
20.62,-1.69,7.55,3.69
20.63,-1.71,7.60,3.74
20.63,-1.77,7.76,3.84
20.63,-1.82,7.92,3.87
20.63,-1.82,8.04,3.96
20.64,-1.83,8.13,4.00
20.64,-1.82,8.29,4.03
20.64,-1.83,8.40,3.99
20.64,-1.81,8.47,3.96
20.65,-1.72,8.55,3.99
20.65,-1.65,8.63,4.03
20.65,-1.51,8.65,3.96
20.65,-1.38,8.67,4.05
20.66,-1.23,8.63,4.04
20.66,-1.23,8.73,4.11
20.66,-1.04,8.79,4.14
20.66,-1.00,8.78,4.16
