Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
22.00,-0.82,-0.35,0.03
22.00,-0.77,-0.32,0.00
22.00,-0.71,-0.30,-0.03
22.00,-0.65,-0.27,-0.06
22.01,-0.59,-0.23,-0.10
22.01,-0.51,-0.20,-0.13
22.01,-0.44,-0.17,-0.18
22.01,-0.36,-0.13,-0.21
22.02,-0.28,-0.10,-0.25
22.02,-0.20,-0.06,-0.28
22.02,-0.10,-0.03,-0.30
22.02,-0.02,0.00,-0.32
22.03,0.05,0.03,-0.33
22.03,0.12,0.04,-0.32
22.03,0.19,0.04,-0.32
22.03,0.25,0.02,-0.32
22.04,0.31,0.00,-0.33
22.04,0.37,-0.03,-0.34
22.04,0.43,-0.07,-0.34
22.04,0.48,-0.12,-0.35
22.05,0.52,-0.17,-0.37
22.05,0.55,-0.22,-0.37
22.05,0.57,-0.27,-0.37
22.05,0.58,-0.32,-0.37
22.06,0.57,-0.38,-0.37
22.06,0.55,-0.43,-0.36
22.06,0.52,-0.47,-0.35
22.06,0.49,-0.51,-0.34
22.07,0.45,-0.55,-0.31
22.07,0.42,-0.59,-0.28
22.07,0.39,-0.62,-0.23
22.07,0.36,-0.66,-0.17
22.08,0.33,-0.69,-0.11
22.08,0.30,-0.70,-0.03
22.08,0.28,-0.71,0.05
22.08,0.25,-0.70,0.14
22.09,0.22,-0.68,0.22
22.09,0.18,-0.64,0.31
22.09,0.13,-0.60,0.39
22.09,0.09,-0.54,0.45
22.10,0.04,-0.46,0.48
22.10,0.00,-0.35,0.48
22.10,-0.05,-0.23,0.44
22.10,-0.11,-0.10,0.39
22.11,-0.17,0.03,0.33
22.11,-0.24,0.16,0.28
22.11,-0.31,0.27,0.23
22.11,-0.38,0.37,0.19
22.12,-0.45,0.46,0.16
22.12,-0.50,0.53,0.13
22.12,-0.55,0.58,0.10
22.12,-0.58,0.61,0.07
22.13,-0.58,0.61,0.03
22.13,-0.52,0.56,-0.02
22.13,-0.42,0.48,-0.06
22.13,-0.30,0.37,-0.10
