Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
22.00,4.98,7.57,6.85
22.00,5.12,7.48,6.75
22.00,5.26,7.43,6.64
22.00,5.39,7.41,6.57
22.01,5.47,7.28,6.43
22.01,5.54,7.19,6.25
22.01,5.47,7.11,6.08
22.01,5.39,7.02,5.88
22.02,5.32,6.95,5.64
22.02,5.17,6.95,5.34
22.02,4.97,7.10,5.03
22.02,4.63,7.34,4.77
22.03,4.41,7.62,4.53
22.03,4.34,7.84,4.41
22.03,4.43,8.02,4.35
22.03,4.54,8.24,4.39
22.04,4.65,8.47,4.47
22.04,4.78,8.78,4.51
22.04,4.74,9.12,4.58
22.04,4.66,9.52,4.61
22.05,4.56,10.02,4.62
22.05,4.47,10.56,4.50
22.05,4.43,11.10,4.38
22.05,4.47,11.66,4.28
22.06,4.29,12.26,4.24
22.06,4.15,12.84,4.24
22.06,4.06,13.56,4.32
22.06,3.95,14.19,4.46
22.07,3.79,14.88,4.64
22.07,3.54,15.65,4.89
22.07,3.35,16.33,5.23
22.07,3.20,16.96,5.51
22.08,3.02,17.55,5.69
22.08,2.84,18.04,5.71
22.08,2.76,18.47,5.69
22.08,2.80,18.63,5.61
22.09,2.79,18.67,5.43
22.09,2.88,18.38,5.19
22.09,2.98,17.75,4.96
22.09,3.29,16.75,4.62
22.10,3.69,15.45,4.25
22.10,4.01,13.99,3.84
22.10,4.08,12.77,3.49
22.10,3.73,11.85,3.03
22.11,3.27,11.13,2.62
22.11,2.77,10.55,2.27
22.11,2.28,10.04,1.98
22.11,1.82,9.63,1.74
22.12,1.60,9.27,1.51
22.12,1.51,8.97,1.43
22.12,1.60,8.76,1.47
22.12,1.75,8.54,1.62
22.13,1.92,8.32,2.17
22.13,2.05,8.13,2.89
22.13,1.99,7.92,3.16
22.13,2.01,7.73,2.89
22.14,2.07,7.67,2.44
22.14,2.23,7.56,1.90
22.14,2.43,7.47,1.36
22.14,2.60,7.29,0.89
22.15,2.67,7.09,0.63
22.15,2.66,6.90,0.41
22.15,2.58,6.74,0.21
