Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
19.00,3.05,11.03,1.56
19.00,3.02,10.87,1.39
19.00,2.93,10.88,1.19
19.00,3.04,10.83,1.04
19.00,3.04,10.69,0.89
19.01,3.10,10.49,0.55
19.01,2.97,10.58,0.43
19.01,2.95,10.53,0.39
19.01,2.99,10.51,0.35
19.02,3.11,10.47,0.22
19.02,3.05,10.49,0.13
19.02,3.15,10.39,0.03
19.02,3.02,10.46,-0.03
19.03,2.88,10.65,-0.09
19.03,2.99,10.75,-0.06
19.03,2.91,10.83,-0.05
19.03,2.68,10.93,-0.11
19.03,2.37,11.08,-0.03
19.04,2.46,11.19,0.05
19.04,2.69,11.03,0.23
19.04,2.54,11.21,0.28
19.04,2.45,11.39,0.34
19.05,2.36,11.49,0.34
19.05,2.33,11.64,0.30
19.05,2.36,11.67,0.20
19.05,2.60,11.61,0.17
19.05,2.68,11.77,0.24
19.06,2.80,11.91,0.24
19.06,3.51,11.77,0.19
19.06,3.89,11.70,0.28
19.06,3.85,11.84,0.17
19.07,3.80,12.13,0.25
19.07,3.84,12.30,0.28
19.07,3.94,12.37,0.09
19.07,4.16,12.50,0.07
19.08,4.28,12.62,-0.08
19.08,4.35,12.81,-0.09
19.08,4.39,12.95,-0.18
19.08,4.48,13.05,-0.35
19.08,4.61,13.20,-0.39
19.09,4.48,13.47,-0.34
19.09,4.71,13.50,-0.35
19.09,4.80,13.65,-0.35
19.09,4.76,13.81,-0.32
19.10,4.80,13.90,-0.31
19.10,4.85,13.95,-0.33
19.10,4.77,14.01,-0.31
19.10,4.70,14.19,-0.26
19.11,4.71,14.28,-0.22
19.11,4.69,14.27,-0.24
19.11,4.57,14.29,-0.29
19.11,4.50,14.35,-0.31
19.11,4.52,14.37,-0.32
19.12,4.52,14.39,-0.31
19.12,4.45,14.36,-0.34
19.12,4.39,14.34,-0.42
19.12,4.26,14.38,-0.54
19.13,4.13,14.40,-0.64
19.13,4.07,14.37,-0.71
19.13,3.99,14.34,-0.75
19.13,3.86,14.34,-0.72
19.14,3.76,14.29,-0.70
19.14,3.66,14.26,-0.70
19.14,3.55,14.21,-0.70
19.14,3.48,14.15,-0.60
19.14,3.35,14.12,-0.52
19.15,3.28,14.04,-0.43
19.15,3.15,13.93,-0.34
19.15,3.05,13.82,-0.27
19.15,2.94,13.71,-0.22
19.16,2.82,13.61,-0.22
19.16,2.73,13.48,-0.21
19.16,2.66,13.32,-0.18
19.16,2.53,13.19,-0.12
19.17,2.43,13.07,-0.06
19.17,2.28,12.92,-0.02
19.17,2.21,12.77,0.06
19.17,2.10,12.57,0.05
19.17,1.88,12.40,0.05
19.18,1.73,12.20,0.07
19.18,1.67,12.02,0.08
19.18,1.61,11.84,0.11
19.18,1.53,11.61,0.15
19.19,1.44,11.40,0.22
19.19,1.36,11.12,0.27
19.19,1.24,10.94,0.31
19.19,1.16,10.75,0.24
19.20,1.08,10.56,0.15
19.20,1.03,10.38,0.02
19.20,1.01,10.21,-0.20
19.20,1.04,9.99,-0.38
19.20,1.09,9.79,-0.59
19.21,1.07,9.67,-0.79
19.21,1.04,9.58,-1.01
19.21,1.01,9.49,-1.14
19.21,0.98,9.42,-1.31
19.22,1.05,9.38,-1.53
19.22,1.18,9.34,-1.66
19.22,1.25,9.30,-1.69
19.22,1.29,9.31,-1.74
19.23,1.30,9.36,-1.76
19.23,1.26,9.47,-1.79
19.23,1.35,9.63,-1.77
19.23,1.43,9.73,-1.73
19.23,1.49,9.86,-1.76
19.24,1.65,10.02,-1.75
19.24,1.63,10.18,-1.73
19.24,1.72,10.33,-1.76
19.24,1.75,10.44,-1.80
19.25,1.76,10.58,-1.89
19.25,1.85,10.68,-1.98
19.25,1.95,10.81,-2.08
