Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
20.00,-0.18,0.68,-0.35
20.00,-0.17,0.70,-0.34
20.00,-0.15,0.71,-0.33
20.00,-0.14,0.72,-0.32
20.01,-0.12,0.73,-0.32
20.01,-0.10,0.73,-0.31
20.01,-0.07,0.73,-0.31
20.01,-0.05,0.74,-0.30
20.01,-0.04,0.74,-0.30
20.02,-0.02,0.72,-0.30
20.02,0.00,0.71,-0.29
20.02,0.02,0.70,-0.29
20.02,0.04,0.68,-0.28
20.03,0.05,0.66,-0.28
20.03,0.07,0.64,-0.27
20.03,0.08,0.62,-0.26
20.03,0.08,0.60,-0.24
20.04,0.09,0.58,-0.23
20.04,0.10,0.55,-0.21
20.04,0.10,0.53,-0.19
20.04,0.11,0.51,-0.17
20.04,0.11,0.48,-0.15
20.05,0.12,0.47,-0.13
20.05,0.13,0.45,-0.11
20.05,0.14,0.43,-0.09
20.05,0.16,0.40,-0.06
20.06,0.18,0.38,-0.04
20.06,0.20,0.36,-0.02
20.06,0.22,0.34,0.01
20.06,0.25,0.33,0.03
20.07,0.27,0.30,0.05
20.07,0.30,0.28,0.08
20.07,0.32,0.26,0.10
20.07,0.34,0.24,0.13
20.07,0.37,0.22,0.15
20.08,0.39,0.19,0.18
20.08,0.41,0.17,0.20
20.08,0.44,0.14,0.23
20.08,0.46,0.12,0.25
20.09,0.48,0.09,0.28
20.09,0.51,0.06,0.30
20.09,0.54,0.03,0.33
20.09,0.58,0.00,0.35
20.10,0.61,-0.03,0.38
20.10,0.64,-0.07,0.40
20.10,0.68,-0.10,0.43
20.10,0.71,-0.13,0.45
20.10,0.74,-0.17,0.48
20.11,0.78,-0.20,0.51
20.11,0.81,-0.23,0.53
20.11,0.84,-0.26,0.56
20.11,0.87,-0.28,0.58
20.12,0.91,-0.30,0.61
20.12,0.94,-0.33,0.63
20.12,0.98,-0.36,0.65
20.12,1.02,-0.38,0.67
20.13,1.07,-0.42,0.69
20.13,1.12,-0.44,0.70
20.13,1.17,-0.47,0.72
20.13,1.22,-0.50,0.73
20.13,1.28,-0.53,0.74
20.14,1.34,-0.56,0.75
20.14,1.40,-0.60,0.77
20.14,1.47,-0.63,0.77
20.14,1.54,-0.67,0.78
20.15,1.62,-0.71,0.79
20.15,1.70,-0.75,0.80
20.15,1.77,-0.80,0.81
20.15,1.83,-0.84,0.82
20.16,1.89,-0.87,0.82
20.16,1.93,-0.91,0.83
20.16,1.97,-0.93,0.84
20.16,1.99,-0.94,0.84
20.16,2.00,-0.94,0.85
20.17,2.00,-0.94,0.86
20.17,2.00,-0.93,0.87
20.17,1.99,-0.92,0.88
20.17,1.99,-0.91,0.90
20.18,1.99,-0.90,0.92
20.18,2.00,-0.90,0.94
20.18,2.02,-0.89,0.97
20.18,2.05,-0.88,0.99
20.19,2.09,-0.87,1.02
20.19,2.14,-0.86,1.05
20.19,2.19,-0.84,1.08
20.19,2.24,-0.82,1.11
20.19,2.29,-0.80,1.14
20.20,2.33,-0.79,1.17
20.20,2.37,-0.78,1.19
20.20,2.40,-0.77,1.22
20.20,2.43,-0.75,1.24
20.21,2.45,-0.74,1.25
20.21,2.45,-0.74,1.27
20.21,2.44,-0.74,1.28
20.21,2.43,-0.74,1.29
20.21,2.41,-0.75,1.30
20.22,2.38,-0.75,1.31
20.22,2.34,-0.76,1.31
20.22,2.31,-0.76,1.32
20.22,2.26,-0.76,1.32
20.23,2.22,-0.76,1.33
20.23,2.19,-0.75,1.33
20.23,2.15,-0.74,1.34
20.23,2.12,-0.71,1.35
20.24,2.09,-0.68,1.35
20.24,2.06,-0.64,1.36
20.24,2.04,-0.60,1.37
20.24,2.01,-0.56,1.38
20.24,1.99,-0.51,1.39
20.25,1.97,-0.47,1.40
20.25,1.94,-0.41,1.41
20.25,1.91,-0.37,1.42
20.25,1.87,-0.32,1.43
20.26,1.83,-0.28,1.44
20.26,1.78,-0.24,1.45
20.26,1.73,-0.21,1.46
20.26,1.67,-0.17,1.47
20.27,1.62,-0.12,1.48
20.27,1.56,-0.08,1.49
20.27,1.51,-0.03,1.49
20.27,1.46,0.01,1.50
20.27,1.42,0.05,1.50
20.28,1.38,0.09,1.50
20.28,1.35,0.12,1.50
20.28,1.31,0.15,1.50
20.28,1.29,0.18,1.50
20.29,1.28,0.19,1.50
20.29,1.27,0.20,1.49
20.29,1.26,0.20,1.48
20.29,1.26,0.18,1.48
20.30,1.26,0.16,1.46
20.30,1.27,0.14,1.45
20.30,1.27,0.11,1.43
20.30,1.28,0.06,1.42
20.30,1.29,0.01,1.40
20.31,1.30,-0.06,1.38
20.31,1.30,-0.12,1.35
20.31,1.31,-0.18,1.33
20.31,1.33,-0.24,1.30
20.32,1.34,-0.29,1.28
20.32,1.35,-0.34,1.25
20.32,1.36,-0.39,1.22
20.32,1.37,-0.43,1.20
20.33,1.37,-0.47,1.17
20.33,1.36,-0.50,1.15
20.33,1.34,-0.52,1.13
20.33,1.32,-0.55,1.10
20.33,1.29,-0.56,1.07
20.34,1.26,-0.56,1.04
20.34,1.23,-0.56,1.01
20.34,1.20,-0.56,0.99
20.34,1.16,-0.56,0.96
20.35,1.12,-0.55,0.93
20.35,1.08,-0.54,0.90
20.35,1.04,-0.52,0.88
20.35,1.00,-0.50,0.85
20.36,0.96,-0.49,0.83
20.36,0.92,-0.46,0.82
20.36,0.88,-0.43,0.81
20.36,0.84,-0.40,0.79
20.36,0.79,-0.36,0.78
20.37,0.75,-0.34,0.76
20.37,0.70,-0.31,0.75
20.37,0.65,-0.28,0.74
20.37,0.61,-0.25,0.74
20.38,0.56,-0.24,0.73
20.38,0.52,-0.22,0.72
20.38,0.48,-0.20,0.71
20.38,0.43,-0.19,0.69
20.39,0.39,-0.18,0.68
20.39,0.34,-0.19,0.68
20.39,0.30,-0.19,0.67
20.39,0.25,-0.19,0.66
20.39,0.21,-0.19,0.65
20.40,0.16,-0.18,0.64
20.40,0.12,-0.18,0.63
20.40,0.07,-0.19,0.62
20.40,0.03,-0.19,0.60
20.41,-0.01,-0.20,0.59
20.41,-0.05,-0.21,0.57
20.41,-0.09,-0.22,0.56
20.41,-0.13,-0.23,0.54
20.41,-0.17,-0.24,0.52
20.42,-0.20,-0.26,0.50
20.42,-0.23,-0.28,0.48
20.42,-0.27,-0.30,0.46
20.42,-0.31,-0.33,0.44
20.43,-0.34,-0.35,0.42
20.43,-0.37,-0.36,0.39
20.43,-0.40,-0.38,0.37
20.43,-0.43,-0.40,0.35
20.44,-0.46,-0.42,0.32
20.44,-0.49,-0.44,0.30
20.44,-0.52,-0.46,0.27
20.44,-0.55,-0.47,0.25
20.44,-0.58,-0.49,0.23
20.45,-0.61,-0.51,0.20
20.45,-0.63,-0.52,0.18
20.45,-0.66,-0.53,0.15
20.45,-0.68,-0.54,0.13
20.46,-0.70,-0.54,0.10
20.46,-0.72,-0.55,0.08
20.46,-0.74,-0.55,0.05
20.46,-0.76,-0.55,0.03
20.47,-0.78,-0.55,0.00
20.47,-0.80,-0.55,-0.02
20.47,-0.83,-0.54,-0.04
20.47,-0.85,-0.54,-0.07
20.47,-0.87,-0.53,-0.09
20.48,-0.89,-0.52,-0.12
20.48,-0.91,-0.51,-0.15
20.48,-0.94,-0.50,-0.17
20.48,-0.96,-0.49,-0.20
20.49,-0.98,-0.47,-0.22
20.49,-1.00,-0.46,-0.24
20.49,-1.02,-0.43,-0.26
20.49,-1.04,-0.41,-0.28
20.50,-1.07,-0.39,-0.30
20.50,-1.09,-0.37,-0.32
20.50,-1.11,-0.33,-0.33
20.50,-1.13,-0.28,-0.35
20.50,-1.15,-0.25,-0.37
20.51,-1.18,-0.22,-0.38
20.51,-1.20,-0.18,-0.40
20.51,-1.23,-0.14,-0.40
20.51,-1.25,-0.11,-0.41
20.52,-1.28,-0.07,-0.42
20.52,-1.30,-0.04,-0.42
20.52,-1.32,-0.01,-0.43
20.52,-1.34,0.02,-0.44
20.53,-1.36,0.04,-0.45
20.53,-1.37,0.08,-0.45
20.53,-1.38,0.11,-0.46
20.53,-1.39,0.15,-0.46
20.53,-1.40,0.18,-0.47
20.54,-1.40,0.21,-0.48
20.54,-1.40,0.24,-0.49
20.54,-1.40,0.27,-0.50
20.54,-1.39,0.30,-0.52
20.55,-1.38,0.33,-0.53
20.55,-1.37,0.35,-0.53
20.55,-1.35,0.37,-0.54
20.55,-1.33,0.39,-0.54
20.56,-1.30,0.41,-0.53
20.56,-1.27,0.43,-0.51
20.56,-1.23,0.45,-0.49
20.56,-1.18,0.46,-0.47
20.56,-1.13,0.47,-0.44
20.57,-1.07,0.47,-0.41
20.57,-1.01,0.47,-0.37
20.57,-0.94,0.46,-0.33
20.57,-0.86,0.45,-0.29
20.58,-0.77,0.43,-0.24
20.58,-0.68,0.41,-0.20
20.58,-0.59,0.39,-0.15
20.58,-0.50,0.37,-0.11
20.59,-0.41,0.34,-0.07
20.59,-0.32,0.31,-0.03
20.59,-0.24,0.29,0.00
20.59,-0.16,0.26,0.05
20.59,-0.09,0.23,0.09
20.60,-0.02,0.20,0.13
20.60,0.04,0.16,0.18
20.60,0.08,0.13,0.23
20.60,0.12,0.10,0.28
20.61,0.15,0.05,0.34
20.61,0.18,-0.01,0.39
20.61,0.20,-0.08,0.43
20.61,0.21,-0.15,0.46
20.62,0.22,-0.23,0.49
20.62,0.23,-0.30,0.51
20.62,0.23,-0.37,0.52
20.62,0.24,-0.43,0.53
20.62,0.24,-0.48,0.55
20.63,0.25,-0.54,0.55
20.63,0.25,-0.59,0.56
20.63,0.25,-0.64,0.56
20.63,0.25,-0.68,0.56
20.64,0.26,-0.71,0.55
20.64,0.27,-0.74,0.55
20.64,0.28,-0.76,0.54
20.64,0.29,-0.78,0.53
20.64,0.29,-0.80,0.52
20.65,0.30,-0.82,0.51
20.65,0.30,-0.82,0.51
20.65,0.29,-0.83,0.50
20.65,0.29,-0.81,0.49
20.66,0.28,-0.80,0.49
20.66,0.26,-0.79,0.49
20.66,0.24,-0.78,0.49
20.66,0.21,-0.77,0.49
20.67,0.17,-0.75,0.49
20.67,0.13,-0.72,0.48
20.67,0.09,-0.68,0.47
20.67,0.05,-0.63,0.46
20.67,0.01,-0.58,0.44
20.68,-0.03,-0.55,0.42
20.68,-0.07,-0.52,0.39
20.68,-0.10,-0.49,0.36
20.68,-0.12,-0.47,0.33
20.69,-0.14,-0.45,0.29
20.69,-0.15,-0.43,0.26
20.69,-0.15,-0.41,0.22
20.69,-0.14,-0.38,0.19
20.70,-0.14,-0.34,0.17
20.70,-0.11,-0.31,0.15
20.70,-0.08,-0.27,0.14
20.70,-0.04,-0.24,0.13
20.70,0.01,-0.21,0.13
20.71,0.08,-0.18,0.12
20.71,0.16,-0.16,0.12
20.71,0.24,-0.14,0.12
20.71,0.33,-0.15,0.13
20.72,0.42,-0.16,0.14
20.72,0.50,-0.17,0.15
20.72,0.56,-0.20,0.17
20.72,0.62,-0.22,0.20
20.73,0.66,-0.24,0.23
20.73,0.69,-0.25,0.26
20.73,0.71,-0.25,0.30
20.73,0.71,-0.24,0.33
20.73,0.69,-0.20,0.36
20.74,0.67,-0.17,0.38
20.74,0.63,-0.13,0.39
20.74,0.59,-0.10,0.40
20.74,0.55,-0.07,0.40
20.75,0.50,-0.04,0.39
20.75,0.45,-0.02,0.37
20.75,0.39,0.00,0.34
20.75,0.33,0.03,0.31
20.76,0.27,0.04,0.28
20.76,0.21,0.05,0.23
20.76,0.15,0.05,0.18
20.76,0.09,0.04,0.12
20.76,0.02,0.02,0.06
20.77,-0.04,0.00,-0.01
20.77,-0.10,-0.02,-0.06
20.77,-0.16,-0.04,-0.12
20.77,-0.22,-0.06,-0.17
20.78,-0.28,-0.08,-0.21
20.78,-0.33,-0.09,-0.25
20.78,-0.38,-0.07,-0.29
20.78,-0.43,-0.05,-0.33
20.79,-0.48,-0.03,-0.36
20.79,-0.52,0.01,-0.39
20.79,-0.56,0.05,-0.42
20.79,-0.61,0.07,-0.45
20.79,-0.65,0.10,-0.48
20.80,-0.69,0.14,-0.51
20.80,-0.71,0.18,-0.54
20.80,-0.72,0.21,-0.57
20.80,-0.74,0.24,-0.60
20.81,-0.74,0.26,-0.63
20.81,-0.76,0.26,-0.65
20.81,-0.76,0.26,-0.67
20.81,-0.76,0.26,-0.69
20.82,-0.77,0.26,-0.70
20.82,-0.76,0.27,-0.72
20.82,-0.76,0.27,-0.74
20.82,-0.75,0.28,-0.75
20.82,-0.74,0.29,-0.76
20.83,-0.73,0.31,-0.78
20.83,-0.72,0.35,-0.79
20.83,-0.72,0.39,-0.80
20.83,-0.71,0.43,-0.81
20.84,-0.71,0.48,-0.82
20.84,-0.70,0.52,-0.82
20.84,-0.70,0.57,-0.82
20.84,-0.70,0.61,-0.82
20.84,-0.71,0.64,-0.80
20.85,-0.71,0.67,-0.79
20.85,-0.72,0.69,-0.77
20.85,-0.73,0.69,-0.76
20.85,-0.72,0.68,-0.75
20.86,-0.71,0.68,-0.73
20.86,-0.71,0.68,-0.73
20.86,-0.70,0.67,-0.73
20.86,-0.69,0.67,-0.73
20.87,-0.68,0.67,-0.73
20.87,-0.68,0.67,-0.73
20.87,-0.67,0.67,-0.72
20.87,-0.67,0.65,-0.73
20.87,-0.65,0.64,-0.73
20.88,-0.64,0.63,-0.74
20.88,-0.63,0.63,-0.75
20.88,-0.61,0.62,-0.77
20.88,-0.60,0.61,-0.77
20.89,-0.59,0.60,-0.78
20.89,-0.59,0.59,-0.78
20.89,-0.59,0.60,-0.80
20.89,-0.59,0.61,-0.81
20.90,-0.59,0.63,-0.81
20.90,-0.60,0.65,-0.82
20.90,-0.61,0.65,-0.83
20.90,-0.63,0.65,-0.84
20.90,-0.66,0.64,-0.84
20.91,-0.70,0.62,-0.84
20.91,-0.74,0.60,-0.84
