Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
21.00,0.05,-0.11,-0.67
21.00,0.07,-0.09,-0.66
21.00,0.10,-0.07,-0.67
21.00,0.12,-0.05,-0.67
21.01,0.15,-0.03,-0.67
21.01,0.18,-0.02,-0.66
21.01,0.22,-0.01,-0.66
21.01,0.25,-0.01,-0.66
21.02,0.28,0.00,-0.66
21.02,0.31,0.01,-0.66
21.02,0.33,0.02,-0.66
21.02,0.36,0.03,-0.65
21.03,0.38,0.03,-0.65
21.03,0.41,0.02,-0.64
21.03,0.43,0.02,-0.63
21.03,0.44,0.01,-0.62
21.04,0.46,0.00,-0.61
21.04,0.47,-0.01,-0.59
21.04,0.48,-0.03,-0.58
21.04,0.48,-0.05,-0.56
21.05,0.49,-0.08,-0.54
21.05,0.49,-0.11,-0.52
21.05,0.49,-0.14,-0.50
21.05,0.47,-0.18,-0.47
21.06,0.46,-0.21,-0.44
21.06,0.43,-0.25,-0.42
21.06,0.39,-0.28,-0.38
21.06,0.35,-0.31,-0.35
21.07,0.30,-0.33,-0.32
21.07,0.25,-0.35,-0.28
21.07,0.19,-0.36,-0.25
21.07,0.13,-0.35,-0.22
21.08,0.06,-0.35,-0.19
21.08,0.00,-0.34,-0.15
21.08,-0.07,-0.32,-0.12
21.08,-0.14,-0.30,-0.10
21.09,-0.20,-0.28,-0.07
21.09,-0.27,-0.26,-0.04
21.09,-0.34,-0.23,-0.02
21.09,-0.40,-0.21,0.01
21.10,-0.46,-0.19,0.03
21.10,-0.52,-0.17,0.05
21.10,-0.58,-0.16,0.07
21.10,-0.64,-0.15,0.09
21.11,-0.70,-0.13,0.10
21.11,-0.75,-0.12,0.11
21.11,-0.80,-0.10,0.11
21.11,-0.85,-0.09,0.12
21.12,-0.90,-0.08,0.12
21.12,-0.94,-0.07,0.12
21.12,-0.97,-0.07,0.12
21.12,-0.99,-0.06,0.12
21.13,-1.00,-0.07,0.11
21.13,-1.00,-0.07,0.11
21.13,-0.99,-0.07,0.11
21.13,-0.97,-0.08,0.10
21.14,-0.94,-0.08,0.10
21.14,-0.90,-0.09,0.09
21.14,-0.84,-0.10,0.09
21.14,-0.76,-0.10,0.09
21.15,-0.69,-0.11,0.09
21.15,-0.60,-0.11,0.08
21.15,-0.50,-0.11,0.07
21.15,-0.40,-0.10,0.06
21.16,-0.32,-0.09,0.05
21.16,-0.23,-0.08,0.05
21.16,-0.15,-0.07,0.05
21.16,-0.09,-0.06,0.05
21.17,-0.03,-0.06,0.06
21.17,0.01,-0.07,0.07
21.17,0.05,-0.11,0.08
21.17,0.09,-0.15,0.09
21.18,0.11,-0.22,0.09
21.18,0.14,-0.31,0.10
21.18,0.16,-0.42,0.09
21.18,0.18,-0.51,0.09
21.19,0.19,-0.61,0.09
21.19,0.21,-0.70,0.09
21.19,0.21,-0.78,0.10
21.19,0.21,-0.85,0.11
21.20,0.21,-0.91,0.12
21.20,0.20,-0.95,0.14
21.20,0.18,-0.99,0.17
21.20,0.16,-1.00,0.20
21.21,0.13,-1.01,0.23
21.21,0.09,-1.00,0.28
21.21,0.04,-0.98,0.32
21.21,-0.02,-0.95,0.36
21.22,-0.08,-0.92,0.41
21.22,-0.15,-0.88,0.46
21.22,-0.23,-0.86,0.50
21.22,-0.31,-0.84,0.55
21.23,-0.38,-0.83,0.59
21.23,-0.46,-0.82,0.62
21.23,-0.52,-0.82,0.64
21.23,-0.56,-0.82,0.64
21.24,-0.59,-0.81,0.62
21.24,-0.61,-0.78,0.59
21.24,-0.60,-0.75,0.54
21.24,-0.59,-0.70,0.49
21.25,-0.57,-0.64,0.45
21.25,-0.54,-0.59,0.41
21.25,-0.50,-0.55,0.39
21.25,-0.47,-0.50,0.37
21.26,-0.43,-0.47,0.36
21.26,-0.39,-0.44,0.34
21.26,-0.36,-0.42,0.33
21.26,-0.33,-0.39,0.33
21.27,-0.31,-0.35,0.32
21.27,-0.31,-0.31,0.31
21.27,-0.32,-0.26,0.29
21.27,-0.34,-0.22,0.27
21.28,-0.36,-0.18,0.24
21.28,-0.39,-0.15,0.19
21.28,-0.43,-0.12,0.13
21.28,-0.46,-0.10,0.05
21.29,-0.49,-0.08,-0.02
21.29,-0.52,-0.06,-0.09
21.29,-0.56,-0.03,-0.15
21.29,-0.60,0.02,-0.21
21.30,-0.64,0.07,-0.28
21.30,-0.68,0.12,-0.35
21.30,-0.73,0.17,-0.43
21.30,-0.79,0.22,-0.50
21.31,-0.83,0.27,-0.58
21.31,-0.87,0.30,-0.64
21.31,-0.92,0.32,-0.71
21.31,-0.94,0.33,-0.77
21.32,-0.95,0.33,-0.82
21.32,-0.94,0.32,-0.86
21.32,-0.91,0.31,-0.88
21.32,-0.87,0.29,-0.89
21.33,-0.81,0.28,-0.88
21.33,-0.73,0.27,-0.85
21.33,-0.64,0.26,-0.83
21.33,-0.53,0.26,-0.80
21.34,-0.43,0.27,-0.76
21.34,-0.32,0.29,-0.71
21.34,-0.24,0.30,-0.65
21.34,-0.17,0.30,-0.59
21.35,-0.12,0.31,-0.53
21.35,-0.09,0.31,-0.46
21.35,-0.07,0.31,-0.39
21.35,-0.06,0.32,-0.33
21.36,-0.07,0.33,-0.28
21.36,-0.08,0.33,-0.24
21.36,-0.10,0.33,-0.20
21.36,-0.12,0.32,-0.18
21.37,-0.13,0.32,-0.15
21.37,-0.15,0.31,-0.13
21.37,-0.16,0.30,-0.11
21.37,-0.16,0.30,-0.09
21.38,-0.16,0.29,-0.06
21.38,-0.15,0.29,-0.04
21.38,-0.13,0.30,-0.03
21.38,-0.12,0.31,-0.04
21.39,-0.10,0.33,-0.06
21.39,-0.06,0.39,-0.06
21.39,-0.04,0.46,-0.05
21.39,-0.02,0.51,-0.04
21.40,0.01,0.56,-0.02
21.40,0.04,0.59,-0.02
21.40,0.08,0.62,-0.03
21.40,0.13,0.63,-0.05
21.41,0.18,0.61,-0.07
21.41,0.23,0.57,-0.10
21.41,0.28,0.54,-0.14
21.41,0.33,0.51,-0.18
21.42,0.37,0.48,-0.22
21.42,0.39,0.47,-0.26
21.42,0.42,0.48,-0.30
21.42,0.45,0.50,-0.32
21.43,0.46,0.54,-0.35
21.43,0.45,0.61,-0.37
21.43,0.43,0.67,-0.40
21.43,0.41,0.71,-0.43
21.44,0.39,0.72,-0.45
21.44,0.37,0.72,-0.47
21.44,0.35,0.72,-0.48
21.44,0.32,0.72,-0.48
21.45,0.31,0.70,-0.47
21.45,0.28,0.69,-0.46
21.45,0.27,0.66,-0.45
21.45,0.25,0.65,-0.45
21.46,0.24,0.63,-0.44
21.46,0.23,0.63,-0.43
21.46,0.23,0.64,-0.42
21.46,0.22,0.66,-0.40
21.47,0.22,0.69,-0.39
21.47,0.23,0.73,-0.37
21.47,0.24,0.77,-0.35
21.47,0.25,0.81,-0.33
21.48,0.27,0.85,-0.32
21.48,0.29,0.89,-0.30
21.48,0.32,0.94,-0.28
21.48,0.34,0.97,-0.26
21.49,0.37,1.01,-0.25
21.49,0.40,1.04,-0.23
21.49,0.42,1.07,-0.22
21.49,0.44,1.10,-0.20
21.50,0.47,1.12,-0.19
21.50,0.49,1.14,-0.18
21.50,0.51,1.16,-0.17
21.50,0.52,1.17,-0.16
21.51,0.54,1.18,-0.16
21.51,0.56,1.19,-0.15
21.51,0.57,1.19,-0.15
21.51,0.58,1.20,-0.16
21.52,0.59,1.20,-0.17
21.52,0.59,1.21,-0.18
21.52,0.59,1.22,-0.19
21.52,0.59,1.22,-0.20
21.53,0.60,1.23,-0.22
21.53,0.59,1.24,-0.23
21.53,0.59,1.25,-0.23
21.53,0.58,1.26,-0.25
21.54,0.58,1.27,-0.26
21.54,0.58,1.27,-0.28
21.54,0.57,1.27,-0.29
21.54,0.58,1.26,-0.30
21.55,0.58,1.24,-0.30
21.55,0.58,1.22,-0.31
21.55,0.59,1.22,-0.32
21.55,0.59,1.21,-0.32
21.56,0.59,1.20,-0.32
21.56,0.60,1.20,-0.33
21.56,0.60,1.18,-0.34
21.56,0.60,1.15,-0.34
21.57,0.60,1.12,-0.34
21.57,0.60,1.10,-0.34
21.57,0.61,1.10,-0.34
21.57,0.61,1.09,-0.34
21.58,0.61,1.10,-0.32
21.58,0.62,1.09,-0.31
21.58,0.63,1.07,-0.29
21.58,0.64,1.06,-0.27
21.59,0.66,1.05,-0.25
21.59,0.67,1.03,-0.23
