Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
20.02,0.02,0.05,0.02
20.03,0.01,0.05,0.02
20.03,0.01,0.05,0.02
20.03,0.02,0.05,0.02
20.03,0.02,0.05,0.02
20.04,0.02,0.05,0.02
20.04,0.02,0.05,0.02
20.04,0.02,0.05,0.02
20.04,0.03,0.05,0.02
20.05,0.03,0.05,0.02
20.05,0.03,0.05,0.02
20.05,0.03,0.05,0.02
20.05,0.03,0.05,0.01
20.06,0.03,0.05,0.01
20.06,0.03,0.05,0.01
20.06,0.03,0.04,0.01
20.06,0.03,0.04,0.01
20.07,0.04,0.04,0.00
20.07,0.04,0.04,0.00
20.07,0.04,0.04,0.00
20.07,0.03,0.04,0.00
20.08,0.04,0.03,0.00
20.08,0.04,0.03,-0.01
20.08,0.04,0.03,-0.01
20.08,0.05,0.03,-0.01
20.09,0.04,0.03,-0.01
20.09,0.04,0.03,-0.01
20.09,0.04,0.04,-0.01
20.09,0.04,0.04,-0.01
20.10,0.04,0.04,-0.01
20.10,0.04,0.04,-0.01
20.10,0.04,0.04,-0.02
20.10,0.04,0.04,-0.02
20.11,0.04,0.04,-0.02
20.11,0.04,0.04,-0.02
20.11,0.03,0.04,-0.02
20.11,0.04,0.04,-0.02
20.12,0.04,0.04,-0.02
20.12,0.04,0.04,-0.02
20.12,0.04,0.04,-0.02
20.12,0.04,0.04,-0.02
20.13,0.04,0.03,-0.02
20.13,0.05,0.02,-0.03
20.13,0.05,0.02,-0.03
20.13,0.05,0.02,-0.03
20.14,0.05,0.03,-0.03
20.14,0.06,0.02,-0.03
20.14,0.05,0.02,-0.03
20.14,0.05,0.02,-0.02
20.15,0.05,0.02,-0.02
20.15,0.05,0.01,-0.02
20.15,0.05,0.01,-0.02
20.15,0.05,0.01,-0.02
20.16,0.05,0.01,-0.02
20.16,0.05,0.01,-0.02
20.16,0.05,0.00,-0.02
20.16,0.05,0.00,-0.02
20.17,0.05,0.00,-0.02
20.17,0.04,0.00,-0.02
20.17,0.05,0.00,-0.02
20.17,0.05,0.00,-0.02
20.18,0.04,0.00,-0.01
20.18,0.04,0.00,-0.01
20.18,0.04,0.00,-0.01
20.18,0.04,-0.01,-0.01
20.19,0.04,-0.01,-0.01
20.19,0.04,0.00,-0.01
20.19,0.04,-0.01,-0.01
20.19,0.04,0.00,-0.01
20.20,0.04,0.00,-0.01
20.20,0.04,0.00,-0.02
20.20,0.04,0.00,-0.02
20.20,0.04,0.00,-0.02
20.21,0.04,0.00,-0.02
20.21,0.04,0.00,-0.02
20.21,0.04,0.00,-0.02
20.21,0.03,0.00,-0.02
20.22,0.03,0.00,-0.02
20.22,0.03,0.00,-0.02
20.22,0.03,0.00,-0.02
20.22,0.03,0.00,-0.02
20.23,0.03,0.00,-0.02
20.23,0.02,0.00,-0.01
20.23,0.02,0.00,-0.01
20.23,0.02,0.00,-0.01
20.24,0.02,0.00,-0.01
20.24,0.01,0.00,-0.01
20.24,0.02,0.00,-0.01
20.24,0.01,0.00,-0.01
20.25,0.01,0.00,-0.01
20.25,0.01,0.00,-0.01
20.25,0.02,-0.01,-0.01
20.25,0.02,-0.01,-0.01
20.26,0.01,0.00,-0.01
20.26,0.01,-0.01,-0.01
20.26,0.02,-0.01,-0.01
20.26,0.02,-0.01,-0.01
20.27,0.02,-0.01,-0.01
20.27,0.01,-0.01,-0.01
20.27,0.01,-0.01,-0.01
20.27,0.01,-0.01,-0.01
20.28,0.01,-0.01,-0.01
20.28,0.02,-0.01,-0.01
20.28,0.02,-0.01,-0.01
20.28,0.02,-0.01,-0.01
20.29,0.02,-0.01,-0.01
20.29,0.02,-0.01,-0.01
20.29,0.01,-0.01,-0.01
20.29,0.02,-0.01,-0.01
20.30,0.02,-0.01,-0.01
20.30,0.02,-0.01,-0.01
20.30,0.02,-0.01,-0.01
20.30,0.02,-0.01,-0.01
20.31,0.01,-0.01,-0.01
20.31,0.02,0.00,-0.01
20.31,0.02,-0.01,-0.01
20.31,0.01,0.00,-0.01
20.32,0.01,0.00,-0.01
20.32,0.01,-0.01,-0.01
20.32,0.01,0.00,-0.01
20.32,0.01,0.00,-0.01
20.33,0.01,0.00,-0.01
20.33,0.02,0.00,-0.01
20.33,0.02,-0.01,-0.01
20.33,0.01,-0.01,-0.01
20.34,0.01,-0.01,-0.01
20.34,0.02,-0.01,-0.01
20.34,0.02,-0.01,-0.01
20.34,0.02,-0.01,-0.01
20.35,0.02,-0.01,-0.01
20.35,0.02,-0.01,-0.01
20.35,0.03,-0.01,-0.01
20.35,0.03,-0.01,-0.01
20.36,0.03,-0.01,-0.01
20.36,0.03,-0.02,-0.01
20.36,0.03,-0.01,-0.01
20.36,0.03,-0.01,-0.01
20.37,0.03,-0.01,-0.01
20.37,0.03,-0.01,-0.01
20.37,0.03,-0.01,-0.01
20.37,0.03,0.00,-0.02
20.38,0.03,0.00,-0.01
20.38,0.03,0.00,-0.01
20.38,0.03,0.00,-0.01
20.38,0.02,0.01,-0.01
20.39,0.02,0.01,-0.02
20.39,0.02,0.01,-0.02
20.39,0.02,0.01,-0.01
20.39,0.02,0.02,-0.01
20.40,0.02,0.01,-0.01
20.40,0.02,0.01,-0.01
20.40,0.02,0.02,-0.02
20.40,0.02,0.01,-0.01
20.41,0.02,0.01,-0.02
20.41,0.02,0.01,-0.02
20.41,0.02,0.00,-0.02
20.41,0.01,0.00,-0.02
20.42,0.02,0.00,-0.02
20.42,0.02,0.00,-0.03
20.42,0.02,0.00,-0.03
20.42,0.02,0.00,-0.02
20.43,0.02,0.00,-0.03
20.43,0.03,0.00,-0.03
20.43,0.03,0.00,-0.03
20.43,0.03,0.00,-0.03
20.44,0.03,0.00,-0.03
20.44,0.03,0.00,-0.03
20.44,0.03,0.00,-0.03
20.44,0.04,0.00,-0.02
20.45,0.03,0.00,-0.02
20.45,0.03,0.00,-0.02
20.45,0.03,0.01,-0.02
20.45,0.03,0.01,-0.02
20.46,0.03,0.01,-0.02
20.46,0.03,0.01,-0.02
20.46,0.03,0.01,-0.02
20.46,0.03,0.02,-0.02
20.47,0.03,0.02,-0.01
