Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
25.31,0.26,0.16,0.15
25.31,0.28,0.16,0.16
25.31,0.30,0.17,0.17
25.32,0.32,0.17,0.18
25.32,0.34,0.18,0.19
25.32,0.36,0.18,0.21
25.32,0.38,0.18,0.22
25.32,0.40,0.18,0.24
25.33,0.42,0.18,0.26
25.33,0.44,0.18,0.28
25.33,0.45,0.19,0.29
25.33,0.47,0.18,0.31
25.34,0.49,0.18,0.33
25.34,0.50,0.18,0.35
25.34,0.51,0.17,0.37
25.34,0.52,0.16,0.39
25.35,0.53,0.16,0.41
25.35,0.54,0.15,0.43
25.35,0.55,0.14,0.45
25.35,0.55,0.13,0.46
25.35,0.56,0.13,0.48
25.36,0.56,0.12,0.50
25.36,0.56,0.11,0.52
25.36,0.56,0.11,0.53
25.36,0.57,0.11,0.55
25.37,0.57,0.12,0.57
25.37,0.57,0.12,0.58
25.37,0.57,0.14,0.59
25.37,0.57,0.17,0.61
25.38,0.56,0.19,0.62
25.38,0.55,0.20,0.63
25.38,0.53,0.22,0.64
25.38,0.51,0.22,0.64
25.38,0.49,0.24,0.65
25.39,0.47,0.25,0.66
25.39,0.45,0.27,0.66
25.39,0.43,0.29,0.67
25.39,0.41,0.31,0.68
25.40,0.40,0.34,0.69
25.40,0.40,0.36,0.70
25.40,0.40,0.38,0.70
25.40,0.41,0.40,0.70
25.41,0.42,0.41,0.70
25.41,0.42,0.41,0.69
25.41,0.43,0.40,0.68
25.41,0.43,0.38,0.67
25.41,0.43,0.36,0.65
25.42,0.44,0.33,0.63
25.42,0.44,0.30,0.62
25.42,0.43,0.25,0.61
25.42,0.43,0.19,0.60
25.43,0.43,0.14,0.59
25.43,0.42,0.08,0.58
25.43,0.42,0.02,0.56
25.43,0.42,-0.03,0.55
25.44,0.42,-0.06,0.53
25.44,0.42,-0.10,0.52
25.44,0.42,-0.12,0.50
25.44,0.42,-0.14,0.48
25.44,0.44,-0.16,0.47
25.45,0.45,-0.19,0.45
25.45,0.47,-0.23,0.44
25.45,0.49,-0.26,0.42
25.45,0.50,-0.28,0.40
25.46,0.51,-0.28,0.38
25.46,0.52,-0.29,0.36
25.46,0.53,-0.31,0.34
25.46,0.53,-0.32,0.32
25.46,0.54,-0.34,0.31
25.47,0.53,-0.33,0.29
25.47,0.52,-0.31,0.27
25.47,0.51,-0.28,0.25
25.47,0.49,-0.24,0.22
25.48,0.48,-0.19,0.19
25.48,0.46,-0.13,0.17
25.48,0.44,-0.08,0.14
25.48,0.43,-0.03,0.12
25.49,0.42,0.02,0.09
25.49,0.41,0.05,0.07
25.49,0.41,0.09,0.06
25.49,0.40,0.11,0.05
25.49,0.40,0.13,0.03
25.50,0.40,0.14,0.01
25.50,0.40,0.15,0.01
25.50,0.40,0.15,0.01
25.50,0.40,0.16,0.01
25.51,0.40,0.16,0.01
25.51,0.40,0.17,0.01
25.51,0.40,0.18,0.01
25.51,0.41,0.18,0.02
25.52,0.42,0.19,0.02
25.52,0.43,0.20,0.03
25.52,0.45,0.19,0.04
25.52,0.47,0.18,0.04
25.53,0.49,0.17,0.05
25.53,0.51,0.16,0.06
25.53,0.53,0.15,0.06
25.53,0.54,0.14,0.06
25.53,0.56,0.14,0.06
25.54,0.57,0.15,0.06
25.54,0.58,0.15,0.05
25.54,0.58,0.17,0.05
25.54,0.58,0.20,0.04
25.55,0.58,0.24,0.04
25.55,0.57,0.27,0.03
25.55,0.56,0.31,0.03
25.55,0.55,0.35,0.03
25.56,0.53,0.38,0.03
25.56,0.52,0.40,0.03
25.56,0.51,0.40,0.03
25.56,0.49,0.41,0.03
25.57,0.48,0.42,0.03
25.57,0.47,0.42,0.03
25.57,0.47,0.42,0.04
25.57,0.46,0.43,0.04
25.57,0.46,0.43,0.04
25.58,0.46,0.43,0.05
25.58,0.47,0.43,0.05
25.58,0.47,0.42,0.06
25.58,0.47,0.41,0.07
25.59,0.47,0.40,0.08
25.59,0.47,0.39,0.09
25.59,0.47,0.37,0.11
25.59,0.46,0.34,0.13
25.60,0.45,0.32,0.15
25.60,0.44,0.30,0.18
25.60,0.44,0.29,0.21
25.60,0.44,0.28,0.23
25.61,0.44,0.28,0.26
25.61,0.45,0.29,0.29
25.61,0.45,0.31,0.32
