Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
19.00,1.90,9.41,-0.43
19.00,1.91,9.45,-0.43
19.00,1.92,9.47,-0.44
19.00,1.94,9.50,-0.47
19.01,1.94,9.52,-0.45
19.01,1.93,9.49,-0.42
19.01,1.94,9.49,-0.42
19.01,1.94,9.48,-0.37
19.02,1.96,9.47,-0.37
19.02,1.93,9.46,-0.37
19.02,1.95,9.43,-0.37
19.02,1.96,9.45,-0.38
19.02,1.95,9.46,-0.35
19.03,1.95,9.48,-0.36
19.03,1.93,9.49,-0.36
19.03,1.94,9.49,-0.36
19.03,1.91,9.50,-0.36
19.04,1.92,9.50,-0.35
19.04,1.91,9.49,-0.34
19.04,1.93,9.50,-0.33
19.04,1.92,9.50,-0.33
19.05,1.91,9.51,-0.31
19.05,1.89,9.54,-0.27
19.05,1.89,9.53,-0.29
19.05,1.88,9.52,-0.25
19.05,1.89,9.51,-0.23
19.06,1.87,9.51,-0.22
19.06,1.89,9.51,-0.20
19.06,1.86,9.52,-0.16
19.06,1.87,9.51,-0.18
19.07,1.87,9.50,-0.20
19.07,1.85,9.51,-0.20
19.07,1.84,9.54,-0.22
19.07,1.85,9.56,-0.23
19.08,1.84,9.55,-0.24
19.08,1.82,9.58,-0.26
19.08,1.82,9.56,-0.24
19.08,1.86,9.54,-0.25
19.08,1.85,9.52,-0.25
19.09,1.87,9.49,-0.29
19.09,1.86,9.48,-0.33
19.09,1.89,9.45,-0.36
19.09,1.93,9.46,-0.38
19.10,1.98,9.48,-0.39
19.10,2.05,9.47,-0.37
19.10,2.09,9.50,-0.36
19.10,2.11,9.47,-0.29
19.11,2.13,9.49,-0.23
19.11,2.22,9.44,-0.19
19.11,2.29,9.43,-0.11
19.11,2.33,9.37,-0.02
19.11,2.36,9.36,0.03
19.12,2.39,9.36,0.08
19.12,2.49,9.31,0.10
19.12,2.52,9.33,0.15
19.12,2.56,9.31,0.18
19.13,2.66,9.31,0.22
19.13,2.73,9.28,0.26
19.13,2.73,9.29,0.26
19.13,2.74,9.29,0.25
19.14,2.73,9.33,0.23
19.14,2.75,9.36,0.22
19.14,2.76,9.39,0.18
19.14,2.83,9.41,0.17
19.14,2.86,9.46,0.18
19.15,2.94,9.49,0.22
19.15,2.88,9.57,0.23
