Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
16.00,3.72,6.37,5.09
16.00,3.81,6.39,5.21
16.00,3.90,6.42,5.22
16.00,4.04,6.52,5.16
16.01,4.16,6.66,5.09
16.01,4.21,6.76,5.02
16.01,4.35,6.86,4.88
16.01,4.42,6.84,4.69
16.02,4.40,6.84,4.59
16.02,4.48,6.82,4.45
16.02,4.71,6.86,4.27
16.02,4.76,6.69,4.15
16.03,4.67,6.33,4.07
16.03,4.84,6.00,3.97
16.03,5.02,5.86,3.78
16.03,5.14,5.75,3.77
16.04,5.12,5.83,3.79
16.04,5.11,5.90,3.79
16.04,5.19,6.06,3.85
16.04,5.24,6.05,3.89
16.05,5.21,6.11,3.95
16.05,5.13,6.25,4.01
16.05,5.10,6.35,4.10
16.05,5.07,6.33,4.24
16.06,4.98,6.30,4.27
16.06,4.93,6.40,4.35
16.06,4.81,6.46,4.42
16.06,4.62,6.49,4.44
16.07,4.51,6.40,4.53
16.07,4.45,6.35,4.53
16.07,4.35,6.37,4.51
16.07,4.22,6.20,4.51
16.08,4.19,6.00,4.50
16.08,4.14,5.90,4.49
16.08,4.02,5.71,4.49
16.08,3.98,5.54,4.47
16.09,3.89,5.48,4.34
16.09,3.65,5.44,4.37
16.09,3.58,5.40,4.26
16.09,3.44,5.42,4.14
16.10,3.40,5.37,4.11
16.10,3.35,5.36,3.95
16.10,3.32,5.36,3.91
16.10,3.22,5.37,3.77
16.11,3.10,5.31,3.62
16.11,3.03,5.28,3.57
16.11,3.05,5.29,3.44
16.11,2.99,5.30,3.36
16.12,2.88,5.29,3.31
16.12,2.87,5.28,3.32
16.12,2.81,5.18,3.32
16.12,2.69,5.09,3.24
16.13,2.67,5.07,3.26
16.13,2.60,4.97,3.27
16.13,2.50,5.03,3.36
16.13,2.48,5.03,3.45
16.14,2.45,4.97,3.53
16.14,2.40,4.85,3.54
16.14,2.22,4.84,3.65
16.14,2.17,4.80,3.69
16.15,2.15,4.80,3.70
16.15,2.16,4.75,3.82
16.15,2.06,4.63,3.85
16.15,1.97,4.57,4.06
16.16,1.99,4.51,4.16
16.16,2.02,4.41,4.22
16.16,2.03,4.36,4.27
16.16,2.10,4.37,4.47
16.17,2.13,4.24,4.55
16.17,2.14,4.05,4.55
16.17,2.25,4.01,4.63
16.17,2.32,3.99,4.70
16.18,2.44,3.95,4.82
16.18,2.53,3.88,4.90
16.18,2.50,3.77,4.99
16.18,2.59,3.74,5.15
16.19,2.72,3.71,5.19
16.19,2.82,3.70,5.36
16.19,2.97,3.71,5.43
16.19,3.03,3.52,5.56
16.20,3.10,3.39,5.67
16.20,3.27,3.35,5.69
16.20,3.36,3.25,5.72
16.20,3.53,3.21,5.79
16.21,3.65,3.24,5.86
16.21,3.71,3.24,6.03
16.21,3.84,3.19,6.06
16.21,4.05,3.26,6.11
16.22,4.19,3.26,6.24
16.22,4.28,3.24,6.27
16.22,4.39,3.21,6.32
16.22,4.50,3.28,6.37
16.23,4.71,3.30,6.40
16.23,4.84,3.29,6.46
16.23,4.93,3.34,6.60
16.23,5.05,3.34,6.74
16.24,5.17,3.43,6.90
16.24,5.37,3.51,6.94
16.24,5.61,3.58,7.04
16.24,5.76,3.66,7.21
16.25,5.88,3.75,7.32
16.25,6.00,3.83,7.46
16.25,6.24,3.95,7.41
16.25,6.35,4.06,7.55
16.26,6.48,4.16,7.68
16.26,6.68,4.26,7.69
16.26,6.80,4.38,7.73
16.26,6.88,4.49,7.80
16.27,6.98,4.57,7.90
16.27,7.05,4.70,7.88
16.27,7.12,4.76,7.91
16.27,7.18,4.86,7.99
16.28,7.26,4.84,7.98
16.28,7.28,4.86,8.01
16.28,7.32,4.96,8.01
16.28,7.38,5.00,8.01
16.29,7.37,5.03,8.03
16.29,7.31,5.12,8.13
16.29,7.29,5.11,8.14
16.29,7.24,5.14,8.19
16.30,7.13,5.18,8.24
16.30,7.11,5.26,8.15
16.30,7.08,5.34,8.07
16.30,6.98,5.29,8.01
16.31,6.87,5.38,8.00
16.31,6.85,5.48,8.01
16.31,6.76,5.45,8.12
16.31,6.77,5.51,8.10
16.32,6.79,5.61,8.03
16.32,6.73,5.66,8.06
16.32,6.70,5.68,7.97
16.32,6.71,5.75,7.91
16.33,6.64,5.86,7.84
16.33,6.69,5.95,7.69
16.33,6.66,6.02,7.58
16.33,6.64,6.17,7.55
16.34,6.61,6.25,7.44
16.34,6.48,6.31,7.40
16.34,6.42,6.32,7.38
16.34,6.33,6.29,7.29
16.35,6.20,6.28,7.20
16.35,6.21,6.36,7.24
16.35,6.34,6.48,7.38
16.35,6.45,6.72,7.73
16.36,6.63,7.25,8.08
16.36,6.82,7.82,8.63
16.36,6.99,8.56,9.17
16.36,7.34,9.41,9.73
16.37,7.69,10.21,10.18
16.37,7.86,10.90,10.60
16.37,8.04,11.61,10.94
16.37,8.24,12.07,11.09
16.38,8.40,12.22,11.15
16.38,8.56,12.25,11.21
16.38,8.53,12.15,11.09
16.38,8.27,11.89,10.85
16.39,7.93,11.57,10.44
16.39,7.58,11.21,10.01
16.39,7.37,10.79,9.61
16.39,7.19,10.35,9.31
16.40,6.96,9.92,8.93
16.40,6.81,9.50,8.71
16.40,6.68,9.16,8.51
16.40,6.57,8.82,8.17
16.41,6.48,8.55,7.95
16.41,6.30,8.27,7.66
16.41,6.05,8.02,7.44
16.41,5.78,7.85,7.20
16.42,5.44,7.58,6.90
16.42,5.22,7.38,6.61
16.42,4.89,7.10,6.24
16.42,4.58,6.82,5.83
16.43,4.40,6.57,5.35
16.43,4.24,6.33,5.04
16.43,4.07,6.17,4.65
16.43,3.83,6.04,4.28
16.44,3.56,5.84,3.99
16.44,3.29,5.80,3.77
16.44,2.98,5.82,3.55
16.44,2.71,5.99,3.41
16.45,2.46,6.12,3.33
16.45,2.25,6.34,3.29
16.45,2.13,6.51,3.32
16.45,1.88,6.67,3.54
16.46,1.65,6.82,3.76
16.46,1.40,6.96,4.04
16.46,1.25,7.12,4.36
16.46,1.09,7.21,4.63
16.47,0.90,7.28,4.94
16.47,0.83,7.29,5.19
16.47,0.71,7.30,5.30
16.47,0.58,7.34,5.37
16.48,0.54,7.35,5.40
16.48,0.48,7.35,5.34
16.48,0.46,7.30,5.16
16.49,0.51,7.34,4.94
16.49,0.49,7.38,4.62
16.49,0.39,7.38,4.17
16.49,0.37,7.41,3.69
16.49,0.46,7.48,3.22
16.50,0.51,7.55,2.78
16.50,0.51,7.59,2.31
16.50,0.62,7.72,1.91
16.50,0.68,7.88,1.61
16.51,0.84,7.99,1.32
16.51,0.90,8.04,1.06
16.51,0.95,8.10,0.95
16.52,1.04,8.17,0.97
16.52,1.14,8.25,1.12
16.52,1.22,8.17,1.41
16.52,1.35,8.19,1.83
16.52,1.45,8.22,2.33
16.53,1.44,8.33,2.91
16.53,1.42,8.37,3.51
16.53,1.39,8.34,4.13
16.53,1.32,8.34,4.65
16.54,1.27,8.45,5.25
16.54,1.27,8.47,5.63
16.54,1.20,8.49,5.93
16.54,1.17,8.49,6.11
16.55,1.20,8.51,6.13
16.55,1.28,8.48,6.21
16.55,1.31,8.50,6.16
16.55,1.36,8.51,5.93
16.56,1.42,8.61,5.81
16.56,1.50,8.66,5.60
16.56,1.71,8.66,5.34
16.56,1.77,8.68,5.13
16.57,1.89,8.75,4.96
16.57,1.99,8.76,4.70
16.57,1.96,8.82,4.55
16.57,1.99,8.90,4.40
16.58,1.96,9.04,4.35
16.58,1.97,9.11,4.38
16.58,2.04,9.27,4.32
16.58,2.19,9.43,4.50
16.59,2.18,9.44,4.61
16.59,2.09,9.55,4.78
16.59,2.10,9.68,5.09
16.59,2.08,9.81,5.39
16.60,2.03,9.84,5.53
16.60,1.95,9.80,5.90
16.60,1.81,9.74,6.25
16.60,1.72,9.83,6.55
16.61,1.78,9.78,6.85
16.61,1.74,9.74,6.94
16.61,1.68,9.77,7.06
16.61,1.62,9.75,7.19
16.62,1.51,9.69,7.20
16.62,1.49,9.67,7.20
16.62,1.48,9.62,7.23
16.62,1.55,9.60,7.17
16.63,1.68,9.52,7.14
16.63,1.78,9.35,7.03
16.63,1.86,9.27,6.89
16.63,2.09,9.19,6.68
16.64,2.20,9.21,6.45
16.64,2.26,9.07,6.30
16.64,2.44,8.92,6.03
16.64,2.68,8.86,5.90
16.65,2.81,8.86,5.80
16.65,2.70,8.85,5.73
16.65,2.48,8.62,5.65
16.65,2.26,8.42,5.46
16.66,2.20,8.29,5.44
16.66,2.09,8.24,5.58
16.66,2.05,8.12,5.70
16.66,1.99,8.05,5.84
16.67,1.78,8.20,6.31
16.67,1.87,8.22,6.65
16.67,2.14,7.95,6.16
16.67,2.46,7.57,5.05
16.68,2.42,7.44,4.53
16.68,2.19,7.44,4.53
16.68,1.99,7.52,4.57
16.68,1.99,7.66,4.46
16.69,1.75,7.82,4.67
16.69,1.67,8.04,4.76
16.69,1.61,8.17,4.87
16.69,1.73,8.08,4.92
16.70,1.64,8.00,5.09
16.70,1.44,7.96,5.39
16.70,1.34,8.04,5.66
16.70,1.25,8.00,5.95
16.71,1.14,8.00,6.18
16.71,1.09,7.82,6.32
16.71,1.18,7.65,6.23
16.71,1.30,7.43,6.01
16.72,1.38,7.19,5.69
16.72,1.34,7.09,5.40
16.72,1.31,7.07,5.20
16.72,1.44,6.94,5.06
16.73,1.52,6.75,4.92
16.73,1.48,6.63,4.91
16.73,1.37,6.53,4.94
16.73,1.29,6.41,4.95
16.74,1.25,6.40,4.91
16.74,1.17,6.42,4.94
16.74,1.02,6.30,4.92
16.74,0.80,6.22,4.86
16.75,0.57,6.07,4.79
16.75,0.49,6.09,4.69
16.75,0.28,6.03,4.58
16.75,0.07,5.96,4.44
16.76,-0.11,6.00,4.27
16.76,-0.26,5.96,4.20
16.76,-0.49,5.83,4.23
16.76,-0.85,5.66,4.22
16.77,-1.38,5.55,4.17
16.77,-1.67,5.35,4.17
16.77,-1.75,5.18,3.91
16.77,-1.84,5.13,3.77
16.78,-1.88,5.06,3.84
16.78,-1.73,5.05,3.79
16.78,-1.44,5.19,3.73
16.78,-1.09,5.23,3.69
16.79,-0.79,5.39,3.70
16.79,-0.64,5.53,3.68
16.79,-0.63,5.66,3.65
16.79,-0.60,5.77,3.69
16.80,-0.62,5.84,3.80
16.80,-0.73,5.75,3.82
16.80,-0.79,5.73,3.90
16.80,-0.81,5.70,3.95
16.81,-0.79,5.81,4.04
16.81,-0.79,5.90,4.13
16.81,-0.63,5.94,4.09
16.81,-0.66,5.99,3.99
16.82,-0.72,6.07,4.06
16.82,-0.81,6.16,4.11
16.82,-0.84,6.13,4.11
16.82,-0.53,6.21,4.19
16.83,-0.34,6.26,4.24
16.83,-0.52,6.24,4.35
16.83,-0.67,6.19,4.34
16.83,-0.76,6.06,4.29
16.84,-0.85,5.98,4.29
16.84,-0.68,6.03,4.39
16.84,-0.26,6.04,4.47
16.84,-0.05,6.22,4.56
16.85,0.02,6.39,4.84
16.85,0.12,6.51,4.80
16.85,0.14,6.59,4.59
16.85,0.24,6.66,4.56
16.86,0.48,6.82,4.57
16.86,0.54,6.93,4.55
16.86,0.60,7.03,4.49
16.86,0.78,7.19,4.51
16.87,1.04,7.25,4.45
16.87,1.38,7.39,4.34
16.87,1.91,7.66,4.03
16.87,2.02,7.57,3.92
16.88,1.33,7.40,4.39
16.88,1.27,7.19,4.63
16.88,1.09,7.13,4.65
