Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
16.00,-1.59,-1.74,1.09
16.00,-1.56,-1.76,1.08
16.00,-1.54,-1.78,1.06
16.00,-1.51,-1.80,1.05
16.01,-1.49,-1.81,1.03
16.01,-1.47,-1.81,1.01
16.01,-1.45,-1.80,0.99
16.01,-1.43,-1.77,0.97
16.02,-1.43,-1.74,0.96
16.02,-1.43,-1.69,0.95
16.02,-1.43,-1.64,0.95
16.02,-1.44,-1.59,0.94
16.03,-1.45,-1.54,0.94
16.03,-1.46,-1.48,0.94
16.03,-1.48,-1.42,0.94
16.03,-1.50,-1.35,0.94
16.04,-1.52,-1.29,0.93
16.04,-1.54,-1.23,0.93
16.04,-1.55,-1.16,0.93
16.04,-1.56,-1.10,0.92
16.05,-1.57,-1.04,0.91
16.05,-1.58,-0.99,0.90
16.05,-1.58,-0.94,0.88
16.05,-1.57,-0.90,0.87
16.06,-1.56,-0.86,0.86
16.06,-1.55,-0.83,0.84
16.06,-1.54,-0.80,0.82
16.06,-1.52,-0.78,0.79
16.07,-1.50,-0.76,0.77
16.07,-1.48,-0.75,0.75
16.07,-1.46,-0.74,0.73
16.07,-1.44,-0.73,0.70
16.08,-1.42,-0.73,0.68
16.08,-1.39,-0.73,0.65
16.08,-1.37,-0.74,0.62
16.08,-1.35,-0.74,0.59
16.09,-1.33,-0.75,0.56
16.09,-1.31,-0.75,0.53
16.09,-1.28,-0.75,0.50
16.09,-1.26,-0.75,0.48
16.10,-1.24,-0.75,0.45
16.10,-1.22,-0.74,0.42
16.10,-1.20,-0.74,0.39
16.10,-1.18,-0.73,0.36
16.11,-1.16,-0.73,0.33
16.11,-1.14,-0.71,0.30
16.11,-1.12,-0.69,0.28
16.11,-1.11,-0.67,0.26
16.12,-1.09,-0.65,0.22
16.12,-1.07,-0.62,0.20
16.12,-1.05,-0.60,0.17
16.12,-1.03,-0.58,0.14
16.13,-1.00,-0.56,0.12
16.13,-0.99,-0.54,0.09
16.13,-0.97,-0.52,0.07
16.13,-0.94,-0.50,0.04
16.14,-0.92,-0.49,0.02
16.14,-0.90,-0.47,-0.01
16.14,-0.87,-0.45,-0.03
16.14,-0.85,-0.44,-0.06
16.15,-0.82,-0.42,-0.08
16.15,-0.80,-0.40,-0.10
16.15,-0.78,-0.38,-0.13
16.15,-0.75,-0.36,-0.15
16.16,-0.73,-0.35,-0.16
16.16,-0.71,-0.33,-0.18
16.16,-0.69,-0.31,-0.20
16.16,-0.68,-0.30,-0.21
16.17,-0.66,-0.30,-0.23
16.17,-0.64,-0.28,-0.24
16.17,-0.63,-0.27,-0.25
16.17,-0.62,-0.26,-0.26
16.18,-0.61,-0.25,-0.28
16.18,-0.61,-0.24,-0.29
16.18,-0.60,-0.23,-0.30
16.18,-0.59,-0.22,-0.31
16.19,-0.58,-0.21,-0.31
16.19,-0.58,-0.21,-0.32
16.19,-0.57,-0.20,-0.33
16.19,-0.56,-0.19,-0.34
16.20,-0.55,-0.18,-0.34
16.20,-0.53,-0.18,-0.35
16.20,-0.53,-0.17,-0.36
16.20,-0.52,-0.16,-0.37
16.21,-0.51,-0.16,-0.37
16.21,-0.50,-0.16,-0.38
16.21,-0.49,-0.16,-0.39
16.21,-0.48,-0.17,-0.39
16.22,-0.47,-0.18,-0.40
16.22,-0.46,-0.18,-0.41
16.22,-0.45,-0.20,-0.42
16.22,-0.44,-0.21,-0.42
16.23,-0.43,-0.21,-0.43
16.23,-0.42,-0.22,-0.44
16.23,-0.41,-0.23,-0.46
